Koli_KOD,Beden_No,Koli_ADET
1171,34,0.0
1172,1,0.0
1172,2,0.0
1172,3,0.0
1172,4,0.0
1172,5,0.0
1172,6,0.0
1172,7,0.0
1172,8,0.0
1172,9,3.0
1172,10,1.0
1172,11,1.0
1172,12,0.0
1172,13,0.0
1172,34,0.0
1173,1,0.0
1173,2,0.0
1173,3,0.0
1173,4,0.0
1173,5,0.0
1173,6,0.0
1173,7,1.0
1173,8,2.0
1173,9,2.0
1173,10,1.0
1173,11,3.0
1173,12,0.0
1173,13,0.0
1173,34,0.0
1174,1,0.0
1174,2,0.0
1174,3,0.0
1174,4,0.0
1174,5,0.0
1174,6,0.0
1174,7,41.0
1174,8,44.0
1174,9,43.0
1174,10,2.0
1174,11,2.0
1174,12,0.0
1174,13,0.0
1174,34,0.0
1175,1,0.0
1175,2,0.0
1175,3,0.0
1175,4,0.0
1175,5,0.0
1175,6,0.0
1175,7,2.0
1175,8,3.0
1175,9,4.0
1175,10,4.0
1175,11,2.0
1175,12,0.0
1175,13,0.0
1175,34,0.0
1176,1,0.0
1176,2,0.0
1176,3,0.0
1176,4,0.0
1176,5,0.0
1176,6,0.0
1176,7,0.0
1176,8,4.0
1176,9,3.0
1176,10,2.0
1176,11,0.0
1176,12,0.0
1176,13,0.0
1176,34,0.0
1177,1,0.0
1177,2,0.0
1177,3,0.0
1177,4,0.0
1177,5,0.0
1177,6,0.0
1177,7,0.0
1177,8,1.0
1177,9,4.0
1177,10,1.0
1177,11,3.0
1177,12,2.0
1177,13,0.0
1177,34,0.0
1178,1,0.0
1178,2,0.0
1178,3,0.0
1178,4,0.0
1178,5,0.0
1178,6,0.0
1178,7,0.0
1178,8,0.0
1178,9,2.0
1178,10,4.0
1178,11,3.0
1178,12,2.0
1178,13,0.0
1178,34,0.0
1179,1,0.0
1179,2,0.0
1179,3,0.0
1179,4,0.0
1179,5,0.0
1179,6,0.0
1179,7,0.0
1179,8,0.0
1179,9,3.0
1179,10,3.0
1179,11,3.0
1179,12,2.0
1179,13,0.0
1179,34,0.0
1180,1,0.0
1180,2,0.0
1180,3,0.0
1180,4,0.0
1180,5,0.0
1180,6,0.0
1180,7,0.0
1180,8,0.0
1180,9,1.0
1180,10,2.0
1180,11,1.0
1180,12,2.0
1180,13,0.0
1180,34,0.0
1181,1,0.0
1181,2,0.0
1181,3,0.0
1181,4,0.0
1181,5,0.0
1181,6,0.0
1181,7,0.0
1181,8,0.0
1181,9,3.0
1181,10,2.0
1181,11,2.0
1181,12,2.0
1181,13,0.0
1181,34,0.0
1182,1,0.0
1182,2,0.0
1182,3,0.0
1182,4,0.0
1182,5,0.0
1182,6,0.0
1182,7,1.0
1182,8,1.0
1182,9,3.0
1182,10,2.0
1182,11,1.0
1182,12,1.0
1182,13,0.0
1182,34,0.0
1183,1,0.0
1183,2,0.0
1183,3,0.0
1183,4,0.0
1183,5,0.0
1183,6,0.0
1183,7,0.0
1183,8,0.0
1183,9,4.0
1183,10,2.0
1183,11,1.0
1183,12,1.0
1183,13,0.0
1183,34,0.0
1184,1,0.0
1184,2,0.0
1184,3,0.0
1184,4,0.0
1184,5,0.0
1184,6,0.0
1184,7,2.0
1184,8,2.0
1184,9,5.0
1184,10,5.0
1184,11,2.0
1184,12,0.0
1184,13,0.0
1184,34,0.0
1185,1,0.0
1185,2,0.0
1185,3,0.0
1185,4,0.0
1185,5,0.0
1185,6,0.0
1185,7,0.0
1185,8,6.0
1185,9,5.0
1185,10,6.0
1185,11,2.0
1185,12,0.0
1185,13,0.0
1185,34,0.0
1186,1,0.0
1186,2,0.0
1186,3,0.0
1186,4,0.0
1186,5,0.0
1186,6,0.0
1186,7,0.0
1186,8,4.0
1186,9,3.0
1186,10,1.0
1186,11,1.0
1186,12,0.0
1186,13,0.0
1186,34,0.0
1187,1,0.0
1187,2,0.0
1187,3,0.0
1187,4,0.0
1187,5,0.0
1187,6,0.0
1187,7,0.0
1187,8,1.0
1187,9,4.0
1187,10,4.0
1187,11,2.0
1187,12,0.0
1187,13,0.0
1187,34,0.0
1188,1,0.0
1188,2,0.0
1188,3,0.0
1188,4,0.0
1188,5,0.0
1188,6,0.0
1188,7,2.0
1188,8,2.0
1188,9,0.0
1188,10,2.0
1188,11,2.0
1188,12,1.0
1188,13,0.0
1188,34,0.0
1189,1,0.0
1189,2,0.0
1189,3,0.0
1189,4,0.0
1189,5,0.0
1189,6,0.0
1189,7,0.0
1189,8,3.0
1189,9,1.0
1189,10,2.0
1189,11,1.0
1189,12,0.0
1189,13,0.0
1189,34,0.0
1190,1,0.0
1190,2,0.0
1190,3,0.0
1190,4,0.0
1190,5,0.0
1190,6,0.0
1190,7,2.0
1190,8,2.0
1190,9,4.0
1190,10,4.0
1190,11,2.0
1190,12,0.0
1190,13,0.0
1190,34,0.0
1191,1,0.0
1191,2,0.0
1191,3,0.0
1191,4,0.0
1191,5,0.0
1191,6,0.0
1191,7,3.0
1191,8,3.0
1191,9,3.0
1191,10,3.0
1191,11,4.0
1191,12,1.0
1191,13,0.0
1191,34,0.0
1192,1,0.0
1192,2,0.0
1192,3,0.0
1192,4,0.0
1192,5,0.0
1192,6,0.0
1192,7,3.0
1192,8,2.0
1192,9,3.0
1192,10,2.0
1192,11,4.0
1192,12,3.0
1192,13,0.0
1192,34,0.0
1193,1,0.0
1193,2,0.0
1193,3,0.0
1193,4,0.0
1193,5,0.0
1193,6,3.0
1193,7,3.0
1193,8,0.0
1193,9,0.0
1193,10,1.0
1193,11,1.0
1193,12,0.0
1193,13,0.0
1193,34,0.0
1194,1,0.0
1194,2,0.0
1194,3,0.0
1194,4,0.0
1194,5,0.0
1194,6,0.0
1194,7,0.0
1194,8,2.0
1194,9,3.0
1194,10,1.0
1194,11,2.0
1194,12,1.0
1194,13,0.0
1194,34,0.0
1195,1,0.0
1195,2,0.0
1195,3,0.0
1195,4,0.0
1195,5,0.0
1195,6,0.0
1195,7,0.0
1195,8,1.0
1195,9,2.0
1195,10,1.0
1195,11,2.0
1195,12,1.0
1195,13,0.0
1195,34,0.0
1196,1,0.0
1196,2,0.0
1196,3,0.0
1196,4,0.0
1196,5,0.0
1196,6,0.0
1196,7,1.0
1196,8,1.0
1196,9,3.0
1196,10,4.0
1196,11,4.0
1196,12,3.0
1196,13,0.0
1196,34,0.0
1197,1,0.0
1197,2,0.0
1197,3,0.0
1197,4,0.0
1197,5,0.0
1197,6,0.0
1197,7,1.0
1197,8,0.0
1197,9,1.0
1197,10,0.0
1197,11,1.0
1197,12,0.0
1197,13,0.0
1197,34,0.0
1198,1,0.0
1198,2,0.0
1198,3,0.0
1198,4,0.0
1198,5,0.0
1198,6,0.0
1198,7,1.0
1198,8,0.0
1198,9,1.0
1198,10,0.0
1198,11,1.0
1198,12,1.0
1198,13,0.0
1198,34,0.0
1199,1,0.0
1199,2,0.0
1199,3,0.0
1199,4,0.0
1199,5,0.0
1199,6,0.0
1199,7,4.0
1199,8,0.0
1199,9,0.0
1199,10,0.0
1199,11,1.0
1199,12,3.0
1199,13,0.0
1199,34,0.0
1200,1,0.0
1200,2,0.0
1200,3,0.0
1200,4,0.0
1200,5,0.0
1200,6,3.0
1200,7,1.0
1200,8,0.0
1200,9,0.0
1200,10,0.0
1200,11,0.0
1200,12,1.0
1200,13,0.0
1200,34,0.0
1201,1,0.0
1201,2,0.0
1201,3,0.0
1201,4,0.0
1201,5,0.0
1201,6,4.0
1201,7,5.0
1201,8,5.0
1201,9,1.0
1201,10,0.0
1201,11,0.0
1201,12,2.0
1201,13,0.0
1201,34,0.0
1202,1,0.0
1202,2,0.0
1202,3,0.0
1202,4,0.0
1202,5,0.0
1202,6,1.0
1202,7,7.0
1202,8,4.0
1202,9,1.0
1202,10,0.0
1202,11,0.0
1202,12,0.0
1202,13,0.0
1202,34,0.0
1203,1,0.0
1203,2,0.0
1203,3,0.0
1203,4,0.0
1203,5,0.0
1203,6,1.0
1203,7,6.0
1203,8,3.0
1203,9,0.0
1203,10,0.0
1203,11,0.0
1203,12,0.0
1203,13,0.0
1203,34,0.0
1204,1,0.0
1204,2,0.0
1204,3,0.0
1204,4,0.0
1204,5,0.0
1204,6,2.0
1204,7,7.0
1204,8,4.0
1204,9,0.0
1204,10,0.0
1204,11,0.0
1204,12,0.0
1204,13,0.0
1204,34,0.0
1205,1,0.0
1205,2,0.0
1205,3,0.0
1205,4,0.0
1205,5,0.0
1205,6,0.0
1205,7,2.0
1205,8,1.0
1205,9,1.0
1205,10,0.0
1205,11,0.0
1205,12,0.0
1205,13,0.0
1205,34,0.0
1206,1,0.0
1206,2,0.0
1206,3,0.0
1206,4,0.0
1206,5,0.0
1206,6,3.0
1206,7,2.0
1206,8,0.0
1206,9,2.0
1206,10,1.0
1206,11,0.0
1206,12,0.0
1206,13,0.0
1206,34,0.0
1207,1,0.0
1207,2,0.0
1207,3,0.0
1207,4,0.0
1207,5,0.0
1207,6,3.0
1207,7,3.0
1207,8,0.0
1207,9,2.0
1207,10,2.0
1207,11,2.0
1207,12,3.0
1207,13,0.0
1207,34,0.0
1208,1,0.0
1208,2,0.0
1208,3,0.0
1208,4,0.0
1208,5,0.0
1208,6,3.0
1208,7,1.0
1208,8,3.0
1208,9,2.0
1208,10,2.0
1208,11,2.0
1208,12,2.0
1208,13,0.0
1208,34,0.0
1209,1,0.0
1209,2,0.0
1209,3,0.0
1209,4,0.0
1209,5,0.0
1209,6,0.0
1209,7,3.0
1209,8,2.0
1209,9,2.0
1209,10,1.0
1209,11,1.0
1209,12,1.0
1209,13,0.0
1209,34,0.0
1210,1,0.0
1210,2,0.0
1210,3,0.0
1210,4,0.0
1210,5,0.0
1210,6,0.0
1210,7,1.0
1210,8,0.0
1210,9,0.0
1210,10,0.0
1210,11,0.0
1210,12,1.0
1210,13,0.0
1210,34,0.0
1211,1,0.0
1211,2,0.0
1211,3,0.0
1211,4,0.0
1211,5,0.0
1211,6,0.0
1211,7,0.0
1211,8,3.0
1211,9,2.0
1211,10,1.0
1211,11,1.0
1211,12,0.0
1211,13,0.0
1211,34,0.0
1212,1,0.0
1212,2,0.0
1212,3,0.0
1212,4,0.0
1212,5,0.0
1212,6,0.0
1212,7,0.0
1212,8,1.0
1212,9,1.0
1212,10,1.0
1212,11,2.0
1212,12,0.0
1212,13,0.0
1212,34,0.0
1213,1,0.0
1213,2,0.0
1213,3,0.0
1213,4,0.0
1213,5,0.0
1213,6,0.0
1213,7,2.0
1213,8,1.0
1213,9,0.0
1213,10,0.0
1213,11,0.0
1213,12,0.0
1213,13,0.0
1213,34,0.0
1214,1,0.0
1214,2,0.0
1214,3,0.0
1214,4,0.0
1214,5,0.0
1214,6,0.0
1214,7,0.0
1214,8,2.0
1214,9,2.0
1214,10,0.0
1214,11,0.0
1214,12,1.0
1214,13,0.0
1214,34,0.0
1215,1,0.0
1215,2,0.0
1215,3,0.0
1215,4,0.0
1215,5,0.0
1215,6,0.0
1215,7,0.0
1215,8,2.0
1215,9,1.0
1215,10,0.0
1215,11,0.0
1215,12,0.0
1215,13,0.0
1215,34,0.0
1216,1,0.0
1216,2,0.0
1216,3,0.0
1216,4,0.0
1216,5,0.0
1216,6,0.0
1216,7,0.0
1216,8,4.0
1216,9,4.0
1216,10,4.0
1216,11,2.0
1216,12,0.0
1216,13,0.0
1216,34,0.0
1217,1,0.0
1217,2,0.0
1217,3,0.0
1217,4,0.0
1217,5,0.0
1217,6,0.0
1217,7,2.0
1217,8,1.0
1217,9,0.0
1217,10,2.0
1217,11,0.0
1217,12,1.0
1217,13,0.0
1217,34,0.0
1218,1,0.0
1218,2,0.0
1218,3,0.0
1218,4,0.0
1218,5,0.0
1218,6,0.0
1218,7,2.0
1218,8,1.0
1218,9,1.0
1218,10,2.0
1218,11,0.0
1218,12,1.0
1218,13,0.0
1218,34,0.0
1219,1,0.0
1219,2,0.0
1219,3,0.0
1219,4,0.0
1219,5,0.0
1219,6,0.0
1219,7,0.0
1219,8,1.0
1219,9,0.0
1219,10,1.0
1219,11,1.0
1219,12,1.0
1219,13,0.0
1219,34,0.0
1220,1,0.0
1220,2,0.0
1220,3,0.0
1220,4,0.0
1220,5,0.0
1220,6,0.0
1220,7,2.0
1220,8,3.0
1220,9,3.0
1220,10,3.0
1220,11,0.0
1220,12,0.0
1220,13,0.0
1220,34,0.0
1221,1,0.0
1221,2,0.0
1221,3,0.0
1221,4,0.0
1221,5,0.0
1221,6,0.0
1221,7,1.0
1221,8,1.0
1221,9,1.0
1221,10,1.0
1221,11,1.0
1221,12,2.0
1221,13,0.0
1221,34,0.0
1222,1,0.0
1222,2,0.0
1222,3,0.0
1222,4,0.0
1222,5,0.0
1222,6,0.0
1222,7,4.0
1222,8,0.0
1222,9,5.0
1222,10,0.0
1222,11,0.0
1222,12,0.0
1222,13,0.0
1222,34,0.0
1223,1,0.0
1223,2,0.0
1223,3,0.0
1223,4,0.0
1223,5,0.0
1223,6,0.0
1223,7,0.0
1223,8,2.0
1223,9,5.0
1223,10,3.0
1223,11,0.0
1223,12,0.0
1223,13,0.0
1223,34,0.0
1224,1,0.0
1224,2,0.0
1224,3,0.0
1224,4,0.0
1224,5,0.0
1224,6,0.0
1224,7,1.0
1224,8,3.0
1224,9,2.0
1224,10,2.0
1224,11,2.0
1224,12,2.0
1224,13,0.0
1224,34,0.0
1225,1,0.0
1225,2,0.0
1225,3,0.0
1225,4,0.0
1225,5,0.0
1225,6,0.0
1225,7,0.0
1225,8,4.0
1225,9,4.0
1225,10,0.0
1225,11,3.0
1225,12,0.0
1225,13,0.0
1225,34,0.0
1226,1,0.0
1226,2,0.0
1226,3,0.0
1226,4,0.0
1226,5,0.0
1226,6,0.0
1226,7,0.0
1226,8,3.0
1226,9,4.0
1226,10,4.0
1226,11,0.0
1226,12,0.0
1226,13,0.0
1226,34,0.0
1227,1,0.0
1227,2,0.0
1227,3,0.0
1227,4,0.0
1227,5,0.0
1227,6,0.0
1227,7,4.0
1227,8,0.0
1227,9,0.0
1227,10,4.0
1227,11,1.0
1227,12,0.0
1227,13,0.0
1227,34,0.0
1228,1,0.0
1228,2,0.0
1228,3,0.0
1228,4,0.0
1228,5,0.0
1228,6,0.0
1228,7,1.0
1228,8,2.0
1228,9,3.0
1228,10,4.0
1228,11,1.0
1228,12,0.0
1228,13,0.0
1228,34,0.0
1229,1,0.0
1229,2,0.0
1229,3,0.0
1229,4,0.0
1229,5,0.0
1229,6,0.0
1229,7,2.0
1229,8,0.0
1229,9,2.0
1229,10,0.0
1229,11,2.0
1229,12,0.0
1229,13,0.0
1229,34,0.0
1230,1,0.0
1230,2,0.0
1230,3,0.0
1230,4,0.0
1230,5,0.0
1230,6,0.0
1230,7,5.0
1230,8,5.0
1230,9,10.0
1230,10,10.0
1230,11,5.0
1230,12,5.0
1230,13,0.0
1230,34,0.0
1231,1,0.0
1231,2,0.0
1231,3,0.0
1231,4,0.0
1231,5,0.0
1231,6,0.0
1231,7,0.0
1231,8,3.0
1231,9,3.0
1231,10,3.0
1231,11,3.0
1231,12,0.0
1231,13,0.0
1231,34,0.0
1232,1,0.0
1232,2,0.0
1232,3,0.0
1232,4,0.0
1232,5,0.0
1232,6,1.0
1232,7,2.0
1232,8,0.0
1232,9,1.0
1232,10,1.0
1232,11,1.0
1232,12,0.0
1232,13,0.0
1232,34,0.0
1233,1,0.0
1233,2,0.0
1233,3,0.0
1233,4,0.0
1233,5,0.0
1233,6,1.0
1233,7,0.0
1233,8,2.0
1233,9,2.0
1233,10,1.0
1233,11,0.0
1233,12,0.0
1233,13,0.0
1233,34,0.0
1234,1,0.0
1234,2,0.0
1234,3,0.0
1234,4,0.0
1234,5,0.0
1234,6,0.0
1234,7,1.0
1234,8,2.0
1234,9,1.0
1234,10,2.0
1234,11,0.0
1234,12,0.0
1234,13,0.0
1234,34,0.0
1235,1,0.0
1235,2,0.0
1235,3,0.0
1235,4,0.0
1235,5,0.0
1235,6,1.0
1235,7,1.0
1235,8,2.0
1235,9,2.0
1235,10,0.0
1235,11,0.0
1235,12,0.0
1235,13,0.0
1235,34,0.0
1236,1,0.0
1236,2,0.0
1236,3,0.0
1236,4,0.0
1236,5,0.0
1236,6,0.0
1236,7,2.0
1236,8,2.0
1236,9,0.0
1236,10,1.0
1236,11,1.0
1236,12,0.0
1236,13,0.0
1236,34,0.0
1237,1,0.0
1237,2,0.0
1237,3,0.0
1237,4,0.0
1237,5,0.0
1237,6,0.0
1237,7,2.0
1237,8,0.0
1237,9,2.0
1237,10,1.0
1237,11,1.0
1237,12,0.0
1237,13,0.0
1237,34,0.0
1238,1,0.0
1238,2,0.0
1238,3,0.0
1238,4,0.0
1238,5,0.0
1238,6,0.0
1238,7,2.0
1238,8,0.0
1238,9,1.0
1238,10,2.0
1238,11,1.0
1238,12,0.0
1238,13,0.0
1238,34,0.0
1239,1,0.0
1239,2,0.0
1239,3,0.0
1239,4,0.0
1239,5,0.0
1239,6,0.0
1239,7,0.0
1239,8,0.0
1239,9,5.0
1239,10,2.0
1239,11,0.0
1239,12,0.0
1239,13,0.0
1239,34,0.0
1240,1,0.0
1240,2,0.0
1240,3,0.0
1240,4,0.0
1240,5,0.0
1240,6,0.0
1240,7,2.0
1240,8,6.0
1240,9,11.0
1240,10,11.0
1240,11,8.0
1240,12,6.0
1240,13,0.0
1240,34,0.0
1241,1,0.0
1241,2,0.0
1241,3,0.0
1241,4,0.0
1241,5,0.0
1241,6,0.0
1241,7,0.0
1241,8,1.0
1241,9,2.0
1241,10,0.0
1241,11,0.0
1241,12,1.0
1241,13,0.0
1241,34,0.0
1242,1,0.0
1242,2,0.0
1242,3,0.0
1242,4,0.0
1242,5,0.0
1242,6,0.0
1242,7,4.0
1242,8,2.0
1242,9,5.0
1242,10,1.0
1242,11,0.0
1242,12,1.0
1242,13,0.0
1242,34,0.0
1243,1,0.0
1243,2,0.0
1243,3,0.0
1243,4,0.0
1243,5,0.0
1243,6,0.0
1243,7,4.0
1243,8,3.0
1243,9,3.0
1243,10,3.0
1243,11,4.0
1243,12,2.0
1243,13,0.0
1243,34,0.0
1244,1,0.0
1244,2,0.0
1244,3,0.0
1244,4,0.0
1244,5,0.0
1244,6,0.0
1244,7,5.0
1244,8,1.0
1244,9,1.0
1244,10,2.0
1244,11,2.0
1244,12,0.0
1244,13,0.0
1244,34,0.0
1245,1,0.0
1245,2,0.0
1245,3,0.0
1245,4,0.0
1245,5,0.0
1245,6,1.0
1245,7,7.0
1245,8,5.0
1245,9,1.0
1245,10,0.0
1245,11,0.0
1245,12,0.0
1245,13,0.0
1245,34,0.0
1246,1,0.0
1246,2,0.0
1246,3,0.0
1246,4,0.0
1246,5,0.0
1246,6,0.0
1246,7,0.0
1246,8,0.0
1246,9,2.0
1246,10,0.0
1246,11,0.0
1246,12,0.0
1246,13,0.0
1246,34,0.0
1247,1,0.0
1247,2,0.0
1247,3,0.0
1247,4,0.0
1247,5,3.0
1247,6,3.0
1247,7,0.0
1247,8,0.0
1247,9,1.0
1247,10,0.0
1247,11,0.0
1247,12,0.0
1247,13,0.0
1247,34,0.0
1248,1,0.0
1248,2,0.0
1248,3,0.0
1248,4,0.0
1248,5,0.0
1248,6,1.0
1248,7,1.0
1248,8,2.0
1248,9,1.0
1248,10,2.0
1248,11,1.0
1248,12,0.0
1248,13,0.0
1248,34,0.0
1249,1,0.0
1249,2,0.0
1249,3,0.0
1249,4,0.0
1249,5,0.0
1249,6,1.0
1249,7,0.0
1249,8,2.0
1249,9,3.0
1249,10,1.0
1249,11,1.0
1249,12,0.0
1249,13,0.0
1249,34,0.0
1250,1,0.0
1250,2,0.0
1250,3,0.0
1250,4,0.0
1250,5,0.0
1250,6,1.0
1250,7,1.0
1250,8,1.0
1250,9,1.0
1250,10,2.0
1250,11,1.0
1250,12,1.0
1250,13,0.0
1250,34,0.0
1251,1,0.0
1251,2,0.0
1251,3,0.0
1251,4,0.0
1251,5,0.0
1251,6,1.0
1251,7,2.0
1251,8,2.0
1251,9,3.0
1251,10,0.0
1251,11,0.0
1251,12,0.0
1251,13,0.0
1251,34,0.0
1252,1,0.0
1252,2,0.0
1252,3,0.0
1252,4,0.0
1252,5,0.0
1252,6,1.0
1252,7,0.0
1252,8,2.0
1252,9,2.0
1252,10,2.0
1252,11,0.0
1252,12,1.0
1252,13,0.0
1252,34,0.0
1253,1,0.0
1253,2,0.0
1253,3,0.0
1253,4,0.0
1253,5,0.0
1253,6,1.0
1253,7,2.0
1253,8,2.0
1253,9,2.0
1253,10,0.0
1253,11,1.0
1253,12,0.0
1253,13,0.0
1253,34,0.0
1254,1,0.0
1254,2,0.0
1254,3,0.0
1254,4,0.0
1254,5,0.0
1254,6,0.0
1254,7,0.0
1254,8,2.0
1254,9,3.0
1254,10,3.0
1254,11,0.0
1254,12,0.0
1254,13,0.0
1254,34,0.0
1255,1,0.0
1255,2,0.0
1255,3,0.0
1255,4,0.0
1255,5,0.0
1255,6,0.0
1255,7,8.0
1255,8,0.0
1255,9,4.0
1255,10,0.0
1255,11,0.0
1255,12,0.0
1255,13,0.0
1255,34,0.0
1256,1,0.0
1256,2,0.0
1256,3,0.0
1256,4,0.0
1256,5,0.0
1256,6,0.0
1256,7,0.0
1256,8,10.0
1256,9,0.0
1256,10,2.0
1256,11,0.0
1256,12,0.0
1256,13,0.0
1256,34,0.0
1257,1,0.0
1257,2,0.0
1257,3,0.0
1257,4,0.0
1257,5,0.0
1257,6,0.0
1257,7,5.0
1257,8,0.0
1257,9,6.0
1257,10,0.0
1257,11,0.0
1257,12,0.0
1257,13,0.0
1257,34,0.0
1258,1,2.0
1258,2,0.0
1258,3,0.0
1258,4,0.0
1258,5,0.0
1258,6,0.0
1258,7,0.0
1258,8,0.0
1258,9,0.0
1258,10,0.0
1258,11,0.0
1258,12,0.0
1258,13,0.0
1258,34,0.0
1259,1,0.0
1259,2,0.0
1259,3,0.0
1259,4,0.0
1259,5,0.0
1259,6,2.0
1259,7,4.0
1259,8,6.0
1259,9,0.0
1259,10,0.0
1259,11,0.0
1259,12,0.0
1259,13,0.0
1259,34,0.0
1260,1,0.0
1260,2,0.0
1260,3,0.0
1260,4,0.0
1260,5,0.0
1260,6,0.0
1260,7,0.0
1260,8,0.0
1260,9,0.0
1260,10,8.0
1260,11,4.0
1260,12,0.0
1260,13,0.0
1260,34,0.0
1261,1,0.0
1261,2,0.0
1261,3,0.0
1261,4,0.0
1261,5,0.0
1261,6,0.0
1261,7,0.0
1261,8,6.0
1261,9,0.0
1261,10,0.0
1261,11,0.0
1261,12,0.0
1261,13,0.0
1261,34,0.0
1262,1,0.0
1262,2,0.0
1262,3,0.0
1262,4,0.0
1262,5,0.0
1262,6,0.0
1262,7,3.0
1262,8,3.0
1262,9,0.0
1262,10,3.0
1262,11,2.0
1262,12,0.0
1262,13,0.0
1262,34,0.0
1263,1,0.0
1263,2,0.0
1263,3,0.0
1263,4,0.0
1263,5,0.0
1263,6,0.0
1263,7,3.0
1263,8,0.0
1263,9,0.0
1263,10,0.0
1263,11,3.0
1263,12,0.0
1263,13,0.0
1263,34,0.0
1264,1,0.0
1264,2,0.0
1264,3,0.0
1264,4,0.0
1264,5,0.0
1264,6,0.0
1264,7,3.0
1264,8,3.0
1264,9,1.0
1264,10,0.0
1264,11,0.0
1264,12,3.0
1264,13,0.0
1264,34,0.0
1265,1,0.0
1265,2,0.0
1265,3,0.0
1265,4,0.0
1265,5,0.0
1265,6,0.0
1265,7,0.0
1265,8,0.0
1265,9,0.0
1265,10,5.0
1265,11,0.0
1265,12,0.0
1265,13,0.0
1265,34,0.0
1266,1,0.0
1266,2,0.0
1266,3,0.0
1266,4,0.0
1266,5,0.0
1266,6,0.0
1266,7,0.0
1266,8,0.0
1266,9,0.0
1266,10,3.0
1266,11,4.0
1266,12,0.0
1266,13,0.0
1266,34,0.0
1267,1,0.0
1267,2,0.0
1267,3,0.0
1267,4,0.0
1267,5,0.0
1267,6,0.0
1267,7,3.0
1267,8,2.0
1267,9,5.0
1267,10,0.0
1267,11,0.0
1267,12,0.0
1267,13,0.0
1267,34,0.0
1268,1,0.0
1268,2,0.0
1268,3,0.0
1268,4,0.0
1268,5,0.0
1268,6,0.0
1268,7,0.0
1268,8,3.0
1268,9,4.0
1268,10,0.0
1268,11,0.0
1268,12,0.0
1268,13,0.0
1268,34,0.0
1269,1,0.0
1269,2,0.0
1269,3,0.0
1269,4,0.0
1269,5,0.0
1269,6,0.0
1269,7,4.0
1269,8,0.0
1269,9,2.0
1269,10,0.0
1269,11,0.0
1269,12,0.0
1269,13,0.0
1269,34,0.0
1270,1,0.0
1270,2,0.0
1270,3,0.0
1270,4,0.0
1270,5,0.0
1270,6,0.0
1270,7,4.0
1270,8,4.0
1270,9,3.0
1270,10,1.0
1270,11,0.0
1270,12,0.0
1270,13,0.0
1270,34,0.0
1271,1,0.0
1271,2,0.0
1271,3,0.0
1271,4,0.0
1271,5,0.0
1271,6,0.0
1271,7,5.0
1271,8,4.0
1271,9,4.0
1271,10,1.0
1271,11,0.0
1271,12,0.0
1271,13,0.0
1271,34,0.0
1272,1,0.0
1272,2,0.0
1272,3,0.0
1272,4,0.0
1272,5,0.0
1272,6,0.0
1272,7,0.0
1272,8,6.0
1272,9,0.0
1272,10,0.0
1272,11,0.0
1272,12,6.0
1272,13,0.0
1272,34,0.0
1273,1,0.0
1273,2,0.0
1273,3,0.0
1273,4,0.0
1273,5,0.0
1273,6,0.0
1273,7,2.0
1273,8,0.0
1273,9,0.0
1273,10,0.0
1273,11,8.0
1273,12,0.0
1273,13,0.0
1273,34,0.0
1274,1,0.0
1274,2,0.0
1274,3,0.0
1274,4,0.0
1274,5,0.0
1274,6,0.0
1274,7,4.0
1274,8,2.0
1274,9,4.0
1274,10,1.0
1274,11,0.0
1274,12,1.0
1274,13,0.0
1274,34,0.0
1275,1,0.0
1275,2,0.0
1275,3,0.0
1275,4,0.0
1275,5,0.0
1275,6,0.0
1275,7,0.0
1275,8,3.0
1275,9,3.0
1275,10,3.0
1275,11,0.0
1275,12,2.0
1275,13,0.0
1275,34,0.0
1276,1,0.0
1276,2,0.0
1276,3,0.0
1276,4,0.0
1276,5,0.0
1276,6,0.0
1276,7,4.0
1276,8,0.0
1276,9,0.0
1276,10,0.0
1276,11,4.0
1276,12,0.0
1276,13,0.0
1276,34,0.0
1277,1,0.0
1277,2,0.0
1277,3,0.0
1277,4,0.0
1277,5,0.0
1277,6,0.0
1277,7,3.0
1277,8,2.0
1277,9,3.0
1277,10,2.0
1277,11,0.0
1277,12,0.0
1277,13,0.0
1277,34,0.0
1278,1,0.0
1278,2,0.0
1278,3,0.0
1278,4,0.0
1278,5,0.0
1278,6,0.0
1278,7,0.0
1278,8,0.0
1278,9,0.0
1278,10,0.0
1278,11,4.0
1278,12,3.0
1278,13,0.0
1278,34,0.0
1279,1,0.0
1279,2,0.0
1279,3,0.0
1279,4,0.0
1279,5,0.0
1279,6,0.0
1279,7,0.0
1279,8,0.0
1279,9,0.0
1279,10,0.0
1279,11,4.0
1279,12,1.0
1279,13,0.0
1279,34,0.0
1280,1,0.0
1280,2,0.0
1280,3,0.0
1280,4,0.0
1280,5,0.0
1280,6,0.0
1280,7,4.0
1280,8,7.0
1280,9,0.0
1280,10,0.0
1280,11,0.0
1280,12,0.0
1280,13,0.0
1280,34,0.0
1281,1,0.0
1281,2,0.0
1281,3,0.0
1281,4,0.0
1281,5,0.0
1281,6,2.0
1281,7,0.0
1281,8,0.0
1281,9,0.0
1281,10,0.0
1281,11,0.0
1281,12,0.0
1281,13,0.0
1281,34,0.0
1282,1,0.0
1282,2,0.0
1282,3,0.0
1282,4,0.0
1282,5,0.0
1282,6,4.0
1282,7,5.0
1282,8,0.0
1282,9,1.0
1282,10,0.0
1282,11,0.0
1282,12,2.0
