FisNo,Bolum,FisTip,FisTar,BelgeNo,Kasa,Location,CariKod,OzKod1,OzKod2,MuhKod,MuhFisNo,iptal,MM,insUN,insDT,updUN,updDT,locked,CreaterApp,OzKod3,OzKod4,OzKod5,LastUpdate,LastCalculate,MakbuzSerino,MakbuzNo,NeedCalculate,NoBaBs
7745,K,NT,2025-03-05 20:24:34,,K001,L001,,,,,0,,,İra,2025-03-05 20:24:54.157000,İra,2025-03-05 20:24:54.157000,,,,,,2025-03-05 20:24:54.277000,2025-04-15 11:23:27.620000,,,0,
7746,K,NT,2025-03-05 20:27:35,,K001,L001,,,,,0,,,İra,2025-03-05 20:27:42.977000,İra,2025-03-05 20:27:42.977000,,,,,,2025-03-05 20:27:43.040000,2025-05-09 18:05:50.390000,,,0,
7747,K,NT,2025-03-05 20:34:41,,K001,L001,,,,,0,,,İra,2025-03-05 20:34:59.193000,İra,2025-03-05 20:34:59.193000,,,,,,2025-03-05 20:34:59.260000,2025-03-19 17:03:31.943000,,,0,
7748,K,NT,2025-03-06 15:00:13,,K001,L001,,,,,0,,,ONUR,2025-03-06 15:00:48.357000,ONUR,2025-03-06 15:00:48.357000,,,,,,2025-03-08 12:46:47.897000,2025-03-08 12:46:51.587000,,,0,
7749,K,NT,2025-03-06 15:02:25,,K001,L001,,,,,0,,,ONUR,2025-03-06 15:02:24.243000,ONUR,2025-03-06 15:02:24.243000,,,,,,2025-03-08 12:46:47.897000,2025-03-08 12:46:51.607000,,,0,
7750,K,NT,2025-03-06 15:58:08,,K001,L001,,,,,0,,,ONUR,2025-03-06 15:58:45.477000,ONUR,2025-03-06 15:58:45.477000,,,,,,2025-03-08 12:46:47.897000,2025-03-08 12:46:51.613000,,,0,
7751,K,NT,2025-03-06 16:23:25,,K001,L001,,,,,0,,,ONUR,2025-03-06 16:23:24.837000,ONUR,2025-03-06 16:23:24.837000,,,,,,2025-03-08 12:46:47.897000,2025-03-08 12:46:51.620000,,,0,
7752,K,NT,2025-03-06 16:40:33,,K001,L001,,,,,0,,,İra,2025-03-06 16:40:52.443000,İra,2025-03-06 16:50:00.040000,,,,,,2025-03-08 12:46:47.897000,2025-04-15 10:52:54.550000,,,0,
7753,K,NT,2025-03-06 17:19:29,,K001,L001,,,,,0,,,ONUR,2025-03-06 17:20:03.570000,ONUR,2025-03-06 17:20:03.570000,,,,,,2025-03-08 12:46:47.897000,2025-03-08 12:46:51.630000,,,0,
7754,K,NT,2025-03-06 17:46:48,,K001,L001,,,,,0,,,İra,2025-03-06 17:47:11.027000,İra,2025-03-06 18:00:47.810000,,,,,,2025-03-08 12:46:47.897000,2025-05-21 11:21:06.603000,,,0,
7755,K,NT,2025-03-06 17:51:45,,K001,L001,,,,,0,,,İra,2025-03-06 17:54:12.477000,İra,2025-03-06 17:59:54.200000,,,,,,2025-03-08 12:46:47.897000,2025-05-23 12:22:47.017000,,,0,
7756,K,NT,2025-03-06 19:11:24,,K001,L001,,,,,0,,,İra,2025-03-06 19:11:34.750000,İra,2025-03-06 19:11:34.750000,,,,,,2025-03-08 12:46:47.897000,2025-05-16 18:56:47.330000,,,0,
7757,K,NT,2025-03-07 15:19:14,,K001,L001,,,,,0,,,ONUR,2025-03-07 15:19:18.033000,ONUR,2025-03-07 15:19:18.033000,,,,,,2025-03-07 15:19:18.047000,2025-03-07 15:19:18.230000,,,0,
7758,K,NT,2025-03-07 09:18:59,,K001,L001,,,,,0,,,ONUR,2025-03-07 17:21:23.570000,ONUR,2025-03-07 17:21:23.570000,,,,,,2025-03-07 17:21:23.583000,2025-03-07 17:21:23.767000,,,0,
7759,K,NT,2025-03-07 17:24:56,,K001,L001,,,,,0,,,İra,2025-03-07 17:25:38.887000,İra,2025-03-07 17:25:38.887000,,,,,,2025-03-07 17:25:39,2025-04-25 19:24:52.073000,,,0,
7760,K,NT,2025-03-07 18:33:41,,K001,L001,,,,,0,,,ONUR,2025-03-07 18:33:40.683000,ONUR,2025-03-07 18:33:40.683000,,,,,,2025-03-07 18:33:40.710000,2025-03-07 18:33:40.930000,,,0,
7763,K,NO,2025-03-07 11:09:56,,K001,L001,,,,,0,,,ONUR,2025-03-08 11:10:57.477000,ONUR,2025-03-08 11:26:08,,,,,,2025-03-08 11:26:08.247000,2025-03-08 11:26:09.973000,,,0,
7764,K,NT,2025-03-10 12:25:45,,K001,L001,,,,,0,,,İra,2025-03-10 12:26:04.460000,İra,2025-03-10 12:26:04.460000,,,,,,2025-03-10 12:26:04.473000,2025-03-25 16:03:15.200000,,,0,
7765,K,NT,2025-03-10 13:13:42,,K001,L001,,,,,0,,,İra,2025-03-10 13:14:10.890000,İra,2025-03-10 13:14:10.890000,,,,,,2025-03-10 13:14:10.903000,2025-04-10 11:32:15.540000,,,0,
7766,K,NT,2025-03-10 13:27:57,,K001,L001,,,,,0,,,İra,2025-03-10 13:28:14.940000,İra,2025-03-10 13:30:51.413000,,,,,,2025-03-10 13:30:51.417000,2025-05-02 10:41:52.253000,,,0,
7767,K,NT,2025-03-06 13:39:30,,K001,L001,,,,,0,,,ONUR,2025-03-10 13:39:59.650000,ONUR,2025-03-10 13:39:59.650000,,,,,,2025-03-10 13:39:59.713000,2025-03-10 13:40:00.167000,,,0,
7768,K,NT,2025-03-10 14:38:33,,K001,L001,,,,,0,,,İra,2025-03-10 14:38:52.467000,İra,2025-03-10 14:40:30.443000,,,,,,2025-03-10 14:40:30.447000,2025-05-12 09:25:44.993000,,,0,
7769,K,NT,2025-03-10 16:06:50,,K001,L001,,,,,0,,,ONUR,2025-03-10 16:07:20.573000,ONUR,2025-03-10 16:07:20.573000,,,,,,2025-03-10 16:07:20.600000,2025-03-10 16:07:20.890000,,,0,
7770,K,NT,2025-03-10 16:07:38,,K001,L001,,,,,0,,,İra,2025-03-10 16:08:05.280000,İra,2025-03-10 16:08:05.280000,,,,,,2025-03-10 16:08:05.290000,2025-05-22 13:37:00.110000,,,0,
7771,K,NT,2025-03-10 16:10:38,,K001,L001,,,,,0,,,ONUR,2025-03-10 16:10:47.600000,ONUR,2025-03-10 16:10:47.600000,,,,,,2025-03-10 16:10:47.620000,2025-03-10 16:10:47.850000,,,0,
7772,K,NO,2025-03-06 18:04:52,,K001,L001,,,,,0,,,ONUR,2025-03-10 18:05:34.130000,ONUR,2025-03-10 18:05:34.130000,,,,,,2025-03-10 18:05:34.197000,2025-03-10 18:05:34.697000,,,0,
7773,K,NT,2025-03-11 10:33:04,,K001,L001,,,,,0,,,İra,2025-03-11 10:33:28.777000,İra,2025-03-11 10:33:28.777000,,,,,,2025-03-16 14:39:59.163000,2025-05-22 13:37:00.120000,,,0,
7774,K,NT,2025-03-11 11:36:05,,K001,L001,,,,,0,,,İra,2025-03-11 11:37:01.787000,İra,2025-03-11 11:45:17.053000,,,,,,2025-03-16 14:39:59.163000,2025-04-03 15:53:00.027000,,,0,
7775,K,NT,2025-03-11 13:21:34,,K001,L001,,,,,0,,,ONUR,2025-03-11 13:22:13.477000,ONUR,2025-03-11 13:22:13.477000,,,,,,2025-03-16 14:39:59.163000,2025-03-16 14:40:06.450000,,,0,
7776,K,NT,2025-03-11 13:30:24,,K001,L001,,,,,0,,,ONUR,2025-03-11 13:31:59.700000,ONUR,2025-03-11 15:31:04.070000,,,,,,2025-03-16 14:39:59.163000,2025-03-16 14:40:06.457000,,,0,
7777,K,NT,2025-03-11 15:14:35,,K001,L001,,,,,0,,,ONUR,2025-03-11 15:15:50.863000,ONUR,2025-03-11 15:32:00.093000,,,,,,2025-03-16 14:39:59.163000,2025-03-16 14:40:06.463000,,,0,
7778,K,NT,2025-03-11 15:16:09,,K001,L001,,,,,0,,,ONUR,2025-03-11 15:16:46.110000,ONUR,2025-03-11 15:32:13.833000,,,,,,2025-03-16 14:39:59.163000,2025-03-16 14:40:06.470000,,,0,
7779,K,NT,2025-03-12 10:28:10,,K001,L001,,,,,0,,,İra,2025-03-12 10:28:26.163000,İra,2025-03-12 10:28:26.163000,,,,,,2025-03-16 14:38:53.043000,2025-05-23 12:27:26.153000,,,0,
7780,K,NT,2025-03-12 10:32:13,,K001,L001,,,,,0,,,ONUR,2025-03-12 10:32:36.593000,ONUR,2025-03-12 10:32:36.597000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.890000,,,0,
7781,K,NT,2025-03-12 12:07:47,,K001,L001,,,,,0,,,ONUR,2025-03-12 12:08:10.863000,ONUR,2025-03-12 12:08:10.863000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.900000,,,0,
7782,K,NT,2025-03-12 13:24:11,,K001,L001,,,,,0,,,İra,2025-03-12 13:25:27.867000,İra,2025-03-12 13:25:27.867000,,,,,,2025-03-16 14:38:53.043000,2025-05-09 12:08:24.987000,,,0,
7783,K,NO,2025-03-12 13:56:59,,K001,L001,,,,,0,,,ONUR,2025-03-12 13:57:50.593000,ONUR,2025-03-12 13:57:50.593000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.913000,,,0,
7784,K,NT,2025-03-12 14:57:34,,K001,L001,,,,,0,,,ONUR,2025-03-12 14:57:23.077000,ONUR,2025-03-12 14:57:23.077000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.920000,,,0,
7785,K,NT,2025-03-12 14:58:54,,K001,L001,,,,,0,,,ONUR,2025-03-12 14:58:38.470000,ONUR,2025-03-12 14:58:38.470000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.930000,,,0,
7786,K,NT,2025-03-12 15:00:16,,K001,L001,,,,,0,,,ONUR,2025-03-12 15:00:31.010000,ONUR,2025-03-12 15:00:31.010000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.937000,,,0,
7787,K,NT,2025-03-12 16:39:48,,K001,L001,,,,,0,,,ONUR,2025-03-12 16:39:35.823000,ONUR,2025-03-12 16:39:35.823000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.940000,,,0,
7788,K,NT,2025-03-12 16:40:28,,K001,L001,,,,,0,,,ONUR,2025-03-12 16:40:44.040000,ONUR,2025-03-12 16:40:44.040000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.947000,,,0,
7789,K,NT,2025-03-12 16:41:49,,K001,L001,,,,,0,,,ONUR,2025-03-12 16:41:28.940000,ONUR,2025-03-12 16:41:28.940000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.953000,,,0,
7790,K,NT,2025-03-12 17:04:01,,K001,L001,,,,,0,,,ONUR,2025-03-12 17:03:55.417000,ONUR,2025-03-12 17:03:55.417000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.960000,,,0,
7791,K,NT,2025-03-12 17:25:31,,K001,L001,,,,,0,,,ONUR,2025-03-12 17:25:12.580000,ONUR,2025-03-12 17:25:12.580000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.967000,,,0,
7792,K,NT,2025-03-12 18:38:51,,K001,L001,,,,,0,,,ONUR,2025-03-12 18:39:44.460000,ONUR,2025-03-12 18:39:44.460000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.973000,,,0,
7793,K,NT,2025-03-13 15:30:27,,K001,L001,,,,,0,,,ONUR,2025-03-13 15:32:15.370000,ONUR,2025-03-13 15:32:15.370000,,,,,,2025-03-16 14:36:42.400000,2025-03-16 14:36:52.763000,,,0,
7794,K,NT,2025-03-13 15:51:28,,K001,L001,,,,,0,,,ONUR,2025-03-13 15:51:22.207000,ONUR,2025-03-13 15:51:22.207000,,,,,,2025-03-16 14:36:42.400000,2025-03-16 14:36:52.770000,,,0,
7795,K,NT,2025-03-13 16:31:20,,K001,L001,,,,,0,,,ONUR,2025-03-13 16:31:07.807000,ONUR,2025-03-13 16:31:07.807000,,,,,,2025-03-16 14:36:42.400000,2025-03-16 14:36:52.777000,,,0,
7796,K,NT,2025-03-13 18:05:03,,K001,L001,,,,,0,,,ONUR,2025-03-13 18:04:48.140000,ONUR,2025-03-13 18:04:48.140000,,,,,,2025-03-16 14:36:42.400000,2025-03-16 14:36:52.783000,,,0,
7797,K,NT,2025-03-13 20:14:00,,K001,L001,,,,,0,,,ONUR,2025-03-13 20:13:42.517000,ONUR,2025-03-13 20:13:42.517000,,,,,,2025-03-16 14:36:42.400000,2025-03-16 14:36:52.790000,,,0,
7798,K,NT,2025-01-20 10:41:08,,K001,L001,,,,,0,,,ONUR,2025-03-14 10:42:00.147000,ONUR,2025-03-14 10:42:00.147000,,,,,,2025-03-14 10:42:00.203000,2025-03-14 10:42:00.643000,,,0,
7799,K,NT,2025-03-14 15:04:55,,K001,L001,,,,,0,,,İra,2025-03-14 15:05:12.897000,İra,2025-03-14 15:05:12.897000,,,,,,2025-03-16 13:36:54.160000,2025-05-03 10:31:56.403000,,,0,
7800,K,NT,2025-03-14 15:15:52,,K001,L001,,,,,0,,,ONUR,2025-03-14 15:16:11.013000,ONUR,2025-03-14 15:16:11.013000,,,,,,2025-03-16 13:36:54.160000,2025-03-16 13:36:57.977000,,,0,
7801,K,NT,2025-03-14 18:34:38,,K001,L001,,,,,0,,,ONUR,2025-03-14 18:35:00.520000,ONUR,2025-03-14 18:35:00.520000,,,,,,2025-03-16 13:36:54.160000,2025-03-16 13:36:57.980000,,,0,
7802,K,NT,2025-03-14 18:37:02,,K001,L001,,,,,0,,,ONUR,2025-03-14 18:37:39.670000,ONUR,2025-03-14 18:37:39.670000,,,,,,2025-03-16 13:36:54.160000,2025-03-16 13:36:57.987000,,,0,
7803,K,NO,2025-03-14 12:57:28,,K001,L001,,,,,0,,,ONUR,2025-03-16 12:58:18.520000,ONUR,2025-03-16 13:32:01.680000,,,,,,2025-03-16 13:36:54.160000,2025-03-16 13:36:57.993000,,,0,
7804,K,NT,2025-03-12 14:34:21,,K001,L001,,,,,0,,,ONUR,2025-03-16 14:34:46.777000,ONUR,2025-03-16 14:34:46.777000,,,,,,2025-03-16 14:38:53.043000,2025-03-16 14:38:54.980000,,,0,
7805,K,NT,2025-03-11 15:36:22,,K001,L001,,,,,0,,,ONUR,2025-03-16 15:36:46.723000,ONUR,2025-03-16 15:37:08.620000,,,,,,2025-03-16 15:37:08.620000,2025-03-16 15:37:08.733000,,,0,
7807,K,NT,2025-03-17 12:53:05,,K001,L001,,,,,0,,,ONUR,2025-03-17 12:53:16.193000,ONUR,2025-03-17 12:58:23.437000,,,,,,2025-03-17 12:58:23.443000,2025-03-17 12:58:23.843000,,,0,
7808,K,NT,2025-03-17 12:55:55,,K001,L001,,,,,0,,,ONUR,2025-03-17 12:56:20.313000,ONUR,2025-03-17 12:56:20.313000,,,,,,2025-03-17 12:56:20.380000,2025-03-17 12:56:20.803000,,,0,
7809,K,NT,2025-03-17 14:03:02,,K001,L001,,,,,0,,,ONUR,2025-03-17 14:03:05.600000,ONUR,2025-03-17 14:03:05.600000,,,,,,2025-03-17 14:03:05.617000,2025-03-17 14:03:05.837000,,,0,
7810,K,NT,2025-03-17 14:04:48,,K001,L001,,,,,0,,,ONUR,2025-03-17 14:04:47.550000,ONUR,2025-03-17 14:04:47.550000,,,,,,2025-03-17 14:04:47.563000,2025-03-17 14:04:47.773000,,,0,
7811,K,NO,2025-03-17 14:08:42,,K001,L001,,,,,0,,,ONUR,2025-03-17 14:08:47.817000,ONUR,2025-03-17 14:08:57.420000,,,,,,2025-03-17 14:08:57.420000,2025-03-17 14:08:57.580000,,,0,
7812,K,NT,2025-03-17 15:42:33,,K001,L001,,,,,0,,,ONUR,2025-03-17 15:44:16.660000,ONUR,2025-03-17 15:44:16.660000,,,,,,2025-03-17 15:44:16.673000,2025-03-17 15:44:16.853000,,,0,
7813,K,NT,2025-03-17 15:44:57,,K001,L001,,,,,0,,,ONUR,2025-03-17 15:45:13.013000,ONUR,2025-03-17 15:45:13.013000,,,,,,2025-03-17 15:45:13.027000,2025-03-17 15:45:13.183000,,,0,
7814,K,NT,2025-03-17 15:45:44,,K001,L001,,,,,0,,,ONUR,2025-03-17 15:45:58.357000,ONUR,2025-03-17 15:45:58.357000,,,,,,2025-03-17 15:45:58.370000,2025-03-17 15:45:58.530000,,,0,
7815,K,NT,2025-03-15 16:54:44,,K001,L001,,,,,0,,,ONUR,2025-03-17 16:55:43.513000,ONUR,2025-03-23 23:33:39.167000,,,,,,2025-03-23 23:33:39.167000,2025-03-23 23:33:39.280000,,,0,
7816,K,NT,2025-03-17 18:52:25,,K001,L001,,,,,0,,,İra,2025-03-17 18:52:43.470000,İra,2025-03-17 18:52:43.470000,,,,,,2025-03-17 18:52:43.547000,2025-04-28 12:10:07.813000,,,0,
7817,K,NT,2025-03-17 19:43:01,,K001,L001,,,,,0,,,İra,2025-03-17 19:43:32.327000,İra,2025-03-17 19:43:32.327000,,,,,,2025-03-17 19:43:32.480000,2025-03-27 11:29:26.183000,,,0,
7818,K,NT,2025-03-18 13:14:38,,K001,L001,,,,,0,,,ONUR,2025-03-18 13:15:01.727000,ONUR,2025-03-18 13:15:01.727000,,,,,,2025-03-18 13:15:01.740000,2025-03-18 13:15:01.897000,,,0,
7819,K,NT,2025-03-18 13:16:36,,K001,L001,,,,,0,,,ONUR,2025-03-18 13:17:02.553000,İra,2025-03-18 17:28:54.537000,,,,,,2025-03-18 17:28:54.540000,2025-03-18 17:28:54.703000,,,0,
7820,K,NT,2025-03-18 13:41:01,,K001,L001,,,,,0,,,ONUR,2025-03-18 13:41:34.960000,ONUR,2025-03-18 13:41:49.657000,,,,,,2025-03-18 13:41:49.660000,2025-03-18 13:41:49.767000,,,0,
7821,K,NO,2025-03-18 13:43:26,,K001,L001,,,,,0,,,ONUR,2025-03-18 13:44:16.470000,ONUR,2025-03-18 13:44:16.470000,,,,,,2025-03-18 13:44:16.480000,2025-03-18 13:44:16.637000,,,0,
7823,K,NT,2025-02-28 13:56:45,,K001,L001,,,,,0,,,ONUR,2025-03-18 13:56:58.733000,ONUR,2025-03-18 14:00:19.060000,,,,,,2025-03-18 14:00:19.067000,2025-03-18 14:00:19.197000,,,0,
7824,K,NT,2025-03-18 15:19:40,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:19:21.663000,ONUR,2025-03-18 15:19:21.663000,,,,,,2025-03-18 15:19:21.683000,2025-03-18 15:19:21.903000,,,0,
7825,K,NT,2025-03-18 15:21:34,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:22:26.580000,ONUR,2025-03-18 15:22:26.580000,,,,,,2025-03-18 15:22:26.597000,2025-03-18 15:22:26.810000,,,0,
7826,K,NT,2025-03-18 15:24:23,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:24:03.780000,ONUR,2025-03-18 15:24:03.780000,,,,,,2025-03-18 15:24:03.797000,2025-03-18 15:24:03.990000,,,0,
7827,K,NT,2025-03-18 15:27:56,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:27:41.723000,ONUR,2025-03-18 15:27:41.723000,,,,,,2025-03-18 15:27:41.743000,2025-03-18 15:27:41.970000,,,0,
7828,K,NT,2025-03-18 15:30:41,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:30:32.380000,ONUR,2025-03-18 15:30:32.380000,,,,,,2025-03-18 15:30:32.397000,2025-03-18 15:30:32.583000,,,0,
7829,K,NT,2025-03-18 15:33:27,,K001,L001,,,,,0,,,ONUR,2025-03-18 15:33:06.797000,ONUR,2025-03-18 15:33:06.797000,,,,,,2025-03-18 15:33:06.813000,2025-03-18 15:33:07.013000,,,0,
7830,K,NT,2025-03-18 16:42:07,,K001,L001,,,,,0,,,İra,2025-03-18 16:42:18.197000,İra,2025-03-18 16:42:18.197000,,,,,,2025-03-18 16:42:18.270000,2025-04-17 15:07:00.010000,,,0,
7831,K,NT,2025-03-18 17:08:36,,K001,L001,,,,,0,,,İra,2025-03-18 17:08:49.387000,İra,2025-03-18 17:08:49.387000,,,,,,2025-03-18 17:08:49.403000,2025-03-18 17:08:49.603000,,,0,
7832,K,NT,2025-03-18 17:11:36,,K001,L001,,,,,0,,,İra,2025-03-18 17:11:18.453000,İra,2025-03-18 17:11:18.453000,,,,,,2025-03-18 17:11:18.470000,2025-03-18 17:11:18.660000,,,0,
7833,K,NT,2025-03-18 17:14:24,,K001,L001,,,,,0,,,İra,2025-03-18 17:14:46.783000,İra,2025-03-18 17:14:46.783000,,,,,,2025-03-18 17:14:46.803000,2025-03-18 17:14:46.997000,,,0,
7834,K,NT,2025-03-18 17:24:13,,K001,L001,,,,,0,,,İra,2025-03-18 17:24:23.550000,İra,2025-03-18 17:24:23.550000,,,,,,2025-03-18 17:24:23.633000,2025-03-27 11:53:03.547000,,,0,
7835,K,NT,2025-03-18 17:41:46,,K001,L001,,,,,0,,,İra,2025-03-18 17:41:28.640000,İra,2025-03-18 17:41:28.640000,,,,,,2025-03-18 17:41:28.660000,2025-03-18 17:41:28.847000,,,0,
7836,K,NT,2025-03-18 17:56:36,,K001,L001,,,,,0,,,İra,2025-03-18 17:56:23.163000,İra,2025-03-18 17:56:23.163000,,,,,,2025-03-18 17:56:23.183000,2025-03-18 17:56:23.373000,,,0,
7837,K,NT,2025-01-22 18:00:04,,K001,L001,,,,,0,,,İra,2025-03-18 18:00:46.723000,İra,2025-03-18 18:00:46.723000,,,,,,2025-03-23 21:08:29.213000,2025-03-23 21:08:35.977000,,,0,
7838,K,NO,2025-03-19 13:46:08,,K001,L001,,,,,0,,,ONUR,2025-03-19 13:46:30.847000,ONUR,2025-03-19 13:46:30.847000,,,,,,2025-03-19 13:46:30.860000,2025-03-19 13:46:31.030000,,,0,
7839,K,NO,2025-03-15 14:29:42,,K001,L001,,,,,0,,,ONUR,2025-03-19 14:30:39.050000,ONUR,2025-03-19 14:30:39.050000,,,,,,2025-03-19 14:30:39.063000,2025-03-19 14:30:39.227000,,,0,
7840,K,NO,2025-03-19 14:42:18,,K001,L001,,,,,0,,,ONUR,2025-03-19 14:45:06.650000,ONUR,2025-03-19 14:45:06.650000,,,,,,2025-03-19 14:45:06.667000,2025-03-19 14:45:06.840000,,,0,
7841,K,NT,2025-03-19 15:54:27,,K001,L001,,,,,0,,,ONUR,2025-03-19 15:54:21.323000,ONUR,2025-03-19 15:54:21.323000,,,,,,2025-03-19 15:54:21.340000,2025-03-19 15:54:21.547000,,,0,
7842,K,NT,2025-03-19 17:38:22,,K001,L001,,,,,0,,,İra,2025-03-19 17:38:56.480000,İra,2025-03-19 17:38:56.480000,,,,,,2025-03-19 17:38:56.607000,2025-05-15 17:05:35.823000,,,0,
7843,K,NT,2025-03-20 11:18:46,,K001,L001,,,,,0,,,İra,2025-03-20 11:18:56.983000,İra,2025-03-20 11:19:45.220000,,,,,,2025-03-23 21:38:36.853000,2025-04-25 19:23:04.237000,,,0,
7844,K,NT,2025-03-20 11:36:39,,K001,L001,,,,,0,,,ONUR,2025-03-20 11:36:35.883000,ONUR,2025-03-20 11:36:35.883000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.403000,,,0,
7845,K,NT,2025-03-20 13:11:30,,K001,L001,,,,,0,,,ONUR,2025-03-20 13:12:07.897000,ONUR,2025-03-20 13:12:07.897000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.410000,,,0,
7846,K,NT,2025-03-20 14:12:44,,K001,L001,,,,,0,,,ONUR,2025-03-20 14:12:28.580000,ONUR,2025-03-20 14:12:28.580000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.413000,,,0,
7847,K,NT,2025-03-20 14:14:28,,K001,L001,,,,,0,,,ONUR,2025-03-20 14:14:20.403000,ONUR,2025-03-20 14:14:20.403000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.420000,,,0,
7848,K,NT,2025-03-20 14:17:22,,K001,L001,,,,,0,,,ONUR,2025-03-20 14:17:19.430000,ONUR,2025-03-20 14:17:19.430000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.427000,,,0,
7849,K,NT,2025-03-20 14:48:31,,K001,L001,,,,,0,,,ONUR,2025-03-20 14:48:19.983000,ONUR,2025-03-20 14:48:19.983000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.433000,,,0,
7850,K,NT,2025-03-20 17:21:54,,K001,L001,,,,,0,,,ONUR,2025-03-20 17:22:22.340000,ONUR,2025-03-20 17:22:22.340000,,,,,,2025-03-23 21:38:36.853000,2025-03-23 21:38:43.440000,,,0,
7851,K,NT,2025-03-21 13:28:39,,K001,L001,,,,,0,,,ONUR,2025-03-21 13:29:44.217000,ONUR,2025-03-21 13:29:44.217000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.057000,,,0,
7852,K,NT,2025-03-21 15:03:05,,K001,L001,,,,,0,,,ONUR,2025-03-21 15:03:30.640000,ONUR,2025-03-21 15:03:30.640000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.060000,,,0,
7853,K,NT,2025-03-21 15:05:27,,K001,L001,,,,,0,,,ONUR,2025-03-21 15:05:50.520000,ONUR,2025-03-21 15:05:50.520000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.063000,,,0,
7854,K,NT,2025-03-21 16:03:31,,K001,L001,,,,,0,,,ONUR,2025-03-21 16:04:17.763000,ONUR,2025-03-21 16:04:17.763000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.070000,,,0,
7855,K,NT,2025-03-21 17:45:50,,K001,L001,,,,,0,,,İra,2025-03-21 17:45:32.623000,İra,2025-03-21 17:45:32.623000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.073000,,,0,
7856,K,NT,2025-03-21 17:50:02,,K001,L001,,,,,0,,,İra,2025-03-21 17:50:16.027000,İra,2025-03-21 17:50:16.027000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.077000,,,0,
7857,K,NT,2025-03-21 17:53:38,,K001,L001,,,,,0,,,İra,2025-03-21 17:53:24.243000,İra,2025-03-21 17:53:24.243000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.080000,,,0,
7858,K,NO,2025-03-21 20:43:50,,K001,L001,,,,,0,,,ONUR,2025-03-23 20:46:01.217000,ONUR,2025-03-23 21:05:24.320000,,,,,,2025-03-23 21:11:39.390000,2025-03-23 21:11:47.087000,,,0,
7859,K,NO,2025-03-21 21:09:50,,K001,L001,,,,,0,,,ONUR,2025-03-23 21:10:26.337000,ONUR,2025-03-23 21:17:27.123000,,,,,,2025-03-23 21:17:27.123000,2025-03-23 21:17:27.237000,,,0,
7860,K,NO,2025-03-14 21:10:30,,K001,L001,,,,,0,,,ONUR,2025-03-23 21:10:43.953000,ONUR,2025-03-23 21:17:12.087000,,,,,,2025-03-23 21:17:12.090000,2025-03-23 21:17:12.207000,,,0,
7861,K,NT,2025-03-24 11:20:07,,K001,L001,,,,,0,,,ONUR,2025-03-24 11:19:54.700000,ONUR,2025-03-24 11:19:54.700000,,,,,,2025-03-24 11:19:54.727000,2025-03-24 11:19:54.980000,,,0,
7862,K,NT,2025-03-24 11:22:07,,K001,L001,,,,,0,,,ONUR,2025-03-24 11:22:00.853000,ONUR,2025-03-24 11:22:00.853000,,,,,,2025-03-24 11:22:00.877000,2025-03-24 11:22:01.053000,,,0,
7863,K,NT,2025-03-24 11:25:27,,K001,L001,,,,,0,,,ONUR,2025-03-24 11:25:03.600000,ONUR,2025-03-24 11:25:03.600000,,,,,,2025-03-24 11:25:03.617000,2025-03-24 11:25:03.833000,,,0,
7864,K,NT,2025-03-24 11:28:13,,K001,L001,,,,,0,,,ONUR,2025-03-24 11:27:54.140000,ONUR,2025-03-24 11:27:54.140000,,,,,,2025-03-24 11:27:54.153000,2025-03-24 11:27:54.333000,,,0,
