FisNo,FisTar,Location,CM,CMKod,BelgeNo,Durum,OzKod1,OzKod2,OzKod3,OzKod4,OzKod5,Onay1,OnayTar1,insUN,insDT,updUN,updDT
5541,2022-03-06 21:56:31.960000,KS012,M,KS0120000000021,,,,,,,,,,sa,2022-03-06 21:56:31.960000,sa,2022-03-06 21:56:31.960000
5542,2022-03-06 21:56:32.393000,KS012,M,KS0120000000021,,,,,,,,,,sa,2022-03-06 21:56:32.393000,sa,2022-03-06 21:56:32.393000
5543,2022-03-06 21:56:33.923000,KS012,M,KS0120000000022,,,,,,,,,,sa,2022-03-06 21:56:33.923000,sa,2022-03-06 21:56:33.923000
5544,2022-03-06 21:56:35.430000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:35.430000,sa,2022-03-06 21:56:35.430000
5545,2022-03-06 21:56:36.980000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:36.980000,sa,2022-03-06 21:56:36.980000
5546,2022-03-06 21:56:38.673000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:38.673000,sa,2022-03-06 21:56:38.673000
5547,2022-03-06 21:56:40.130000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:40.130000,sa,2022-03-06 21:56:40.130000
5548,2022-03-06 21:56:40.583000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:40.583000,sa,2022-03-06 21:56:40.583000
5549,2022-03-06 21:56:42.060000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:42.060000,sa,2022-03-06 21:56:42.060000
5550,2022-03-06 21:56:43.563000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:43.563000,sa,2022-03-06 21:56:43.563000
5551,2022-03-06 21:56:45.170000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:45.170000,sa,2022-03-06 21:56:45.170000
5552,2022-03-06 21:56:46.770000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:46.770000,sa,2022-03-06 21:56:46.770000
5553,2022-03-06 21:56:48.253000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:48.253000,sa,2022-03-06 21:56:48.253000
5554,2022-03-06 21:56:49.607000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:49.607000,sa,2022-03-06 21:56:49.607000
5555,2022-03-06 21:56:51.040000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:51.040000,sa,2022-03-06 21:56:51.040000
5556,2022-03-06 21:56:52.517000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:52.517000,sa,2022-03-06 21:56:52.517000
5557,2022-03-06 21:56:53.917000,KS012,M,KS0120000000023,,,,,,,,,,sa,2022-03-06 21:56:53.917000,sa,2022-03-06 21:56:53.917000
5558,2022-03-06 21:56:55.343000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:56:55.343000,sa,2022-03-06 21:56:55.343000
5559,2022-03-06 21:56:56.700000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:56:56.700000,sa,2022-03-06 21:56:56.717000
5560,2022-03-06 21:56:58.083000,KS012,M,KS0120000000024,,,,,,,,,,sa,2022-03-06 21:56:58.083000,sa,2022-03-06 21:56:58.083000
5561,2022-03-06 21:56:59.400000,KS012,M,KS0120000000025,,,,,,,,,,sa,2022-03-06 21:56:59.400000,sa,2022-03-06 21:56:59.400000
5562,2022-03-06 21:57:01.017000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:01.017000,sa,2022-03-06 21:57:01.017000
5563,2022-03-06 21:57:02.630000,KS012,M,KS0120000000026,,,,,,,,,,sa,2022-03-06 21:57:02.630000,sa,2022-03-06 21:57:02.630000
5564,2022-03-06 21:57:04.037000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:04.037000,sa,2022-03-06 21:57:04.037000
5565,2022-03-06 21:57:05.473000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:05.473000,sa,2022-03-06 21:57:05.473000
5566,2022-03-06 21:57:06.943000,KS012,M,KS0120000000027,,,,,,,,,,sa,2022-03-06 21:57:06.943000,sa,2022-03-06 21:57:06.943000
5567,2022-03-06 21:57:09.157000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:09.157000,sa,2022-03-06 21:57:09.157000
5568,2022-03-06 21:57:11.157000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:11.157000,sa,2022-03-06 21:57:11.157000
5569,2022-03-06 21:57:12.963000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:12.963000,sa,2022-03-06 21:57:12.963000
5570,2022-03-06 21:57:13.403000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:13.403000,sa,2022-03-06 21:57:13.403000
5571,2022-03-06 21:57:13.923000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:13.923000,sa,2022-03-06 21:57:13.923000
5572,2022-03-06 21:57:14.457000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:14.457000,sa,2022-03-06 21:57:14.457000
5573,2022-03-06 21:57:15.063000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:15.063000,sa,2022-03-06 21:57:15.063000
5574,2022-03-06 21:57:15.550000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:15.550000,sa,2022-03-06 21:57:15.550000
5575,2022-03-06 21:57:16.053000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:16.053000,sa,2022-03-06 21:57:16.053000
5576,2022-03-06 21:57:17.647000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:17.647000,sa,2022-03-06 21:57:17.647000
5577,2022-03-06 21:57:19.403000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:19.403000,sa,2022-03-06 21:57:19.403000
5578,2022-03-06 21:57:24.310000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:24.310000,sa,2022-03-06 21:57:24.310000
5579,2022-03-06 21:57:24.770000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:24.770000,sa,2022-03-06 21:57:24.770000
5580,2022-03-06 21:57:26.473000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:26.473000,sa,2022-03-06 21:57:26.473000
5581,2022-03-06 21:57:33.690000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:33.690000,sa,2022-03-06 21:57:33.690000
5582,2022-03-06 21:57:35.293000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:35.293000,sa,2022-03-06 21:57:35.293000
5583,2022-03-06 21:57:36.830000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:36.830000,sa,2022-03-06 21:57:36.830000
5584,2022-03-06 21:57:38.610000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:38.610000,sa,2022-03-06 21:57:38.610000
5585,2022-03-06 21:57:40.230000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:40.247000,sa,2022-03-06 21:57:40.247000
5586,2022-03-06 21:57:42.200000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:42.200000,sa,2022-03-06 21:57:42.200000
5587,2022-03-06 21:57:44,KS012,M,KS0120000000028,,,,,,,,,,sa,2022-03-06 21:57:44,sa,2022-03-06 21:57:44
5588,2022-03-06 21:57:45.643000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:45.643000,sa,2022-03-06 21:57:45.643000
5589,2022-03-06 21:57:47.440000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:47.440000,sa,2022-03-06 21:57:47.440000
5590,2022-03-06 21:57:49.140000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:49.140000,sa,2022-03-06 21:57:49.140000
5591,2022-03-06 21:57:50.727000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:50.727000,sa,2022-03-06 21:57:50.727000
5592,2022-03-06 21:57:52.410000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:52.410000,sa,2022-03-06 21:57:52.410000
5593,2022-03-06 21:57:53.940000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:53.940000,sa,2022-03-06 21:57:53.940000
5594,2022-03-06 21:57:55.393000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:55.393000,sa,2022-03-06 21:57:55.393000
5595,2022-03-06 21:57:55.880000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:55.880000,sa,2022-03-06 21:57:55.880000
5596,2022-03-06 21:57:57.317000,KS012,M,KS0120000000029,,,,,,,,,,sa,2022-03-06 21:57:57.317000,sa,2022-03-06 21:57:57.317000
5597,2022-03-06 21:57:58.557000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:57:58.557000,sa,2022-03-06 21:57:58.557000
5598,2022-03-06 21:57:59.913000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:57:59.913000,sa,2022-03-06 21:57:59.913000
5599,2022-03-06 21:58:01.420000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:01.420000,sa,2022-03-06 21:58:01.420000
5600,2022-03-06 21:58:02.870000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:02.870000,sa,2022-03-06 21:58:02.870000
5601,2022-03-06 21:58:03.370000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:03.370000,sa,2022-03-06 21:58:03.370000
5602,2022-03-06 21:58:04.703000,KS012,M,KS0120000000030,,,,,,,,,,sa,2022-03-06 21:58:04.703000,sa,2022-03-06 21:58:04.703000
5603,2022-03-06 21:58:06.133000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:06.133000,sa,2022-03-06 21:58:06.133000
5604,2022-03-06 21:58:06.510000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:06.510000,sa,2022-03-06 21:58:06.510000
5605,2022-03-06 21:58:07.750000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:07.750000,sa,2022-03-06 21:58:07.750000
5606,2022-03-06 21:58:09.030000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:09.030000,sa,2022-03-06 21:58:09.030000
5607,2022-03-06 21:58:10.347000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:10.347000,sa,2022-03-06 21:58:10.347000
5608,2022-03-06 21:58:11.763000,KS012,M,KS0120000000031,,,,,,,,,,sa,2022-03-06 21:58:11.763000,sa,2022-03-06 21:58:11.763000
5609,2022-03-06 21:58:12.123000,KS012,M,KS0120000000031,,,,,,,,,,sa,2022-03-06 21:58:12.123000,sa,2022-03-06 21:58:12.123000
5610,2022-03-06 21:58:13.393000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:13.393000,sa,2022-03-06 21:58:13.393000
5611,2022-03-06 21:58:14.693000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:14.693000,sa,2022-03-06 21:58:14.693000
5612,2022-03-06 21:58:15.990000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:15.990000,sa,2022-03-06 21:58:15.990000
5613,2022-03-06 21:58:16.353000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:16.353000,sa,2022-03-06 21:58:16.353000
5614,2022-03-06 21:58:17.627000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:17.627000,sa,2022-03-06 21:58:17.627000
5615,2022-03-06 21:58:18.873000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:18.873000,sa,2022-03-06 21:58:18.873000
5616,2022-03-06 21:58:20.107000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:20.107000,sa,2022-03-06 21:58:20.107000
5617,2022-03-06 21:58:21.383000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:21.383000,sa,2022-03-06 21:58:21.383000
5618,2022-03-06 21:58:21.717000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:21.717000,sa,2022-03-06 21:58:21.717000
5619,2022-03-06 21:58:23.097000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:23.097000,sa,2022-03-06 21:58:23.097000
5620,2022-03-06 21:58:24.397000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:24.397000,sa,2022-03-06 21:58:24.397000
5621,2022-03-06 21:58:25.663000,KS012,M,KS0120000000032,,,,,,,,,,sa,2022-03-06 21:58:25.663000,sa,2022-03-06 21:58:25.663000
5622,2022-03-06 21:58:26.963000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:26.963000,sa,2022-03-06 21:58:26.963000
5623,2022-03-06 21:58:28.257000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:28.257000,sa,2022-03-06 21:58:28.257000
5624,2022-03-06 21:58:29.590000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:29.590000,sa,2022-03-06 21:58:29.590000
5625,2022-03-06 21:58:30.813000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:30.813000,sa,2022-03-06 21:58:30.813000
5626,2022-03-06 21:58:32.203000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:32.203000,sa,2022-03-06 21:58:32.203000
5627,2022-03-06 21:58:33.543000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:33.543000,sa,2022-03-06 21:58:33.543000
5628,2022-03-06 21:58:34.790000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:34.790000,sa,2022-03-06 21:58:34.790000
5629,2022-03-06 21:58:36.210000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:36.210000,sa,2022-03-06 21:58:36.210000
5630,2022-03-06 21:58:47.557000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:47.557000,sa,2022-03-06 21:58:47.557000
5631,2022-03-06 21:58:47.940000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:47.940000,sa,2022-03-06 21:58:47.940000
5632,2022-03-06 21:58:49.243000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:49.243000,sa,2022-03-06 21:58:49.243000
5633,2022-03-06 21:58:50.637000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:50.637000,sa,2022-03-06 21:58:50.637000
5634,2022-03-06 21:58:52.047000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:58:52.047000,sa,2022-03-06 21:58:52.047000
5635,2022-03-06 21:58:53.410000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:53.410000,sa,2022-03-06 21:58:53.410000
5636,2022-03-06 21:58:54.653000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:54.653000,sa,2022-03-06 21:58:54.653000
5637,2022-03-06 21:58:55.930000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:55.930000,sa,2022-03-06 21:58:55.930000
5638,2022-03-06 21:58:56.387000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:56.387000,sa,2022-03-06 21:58:56.387000
5639,2022-03-06 21:58:56.820000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:56.820000,sa,2022-03-06 21:58:56.820000
5640,2022-03-06 21:58:58.207000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:58.207000,sa,2022-03-06 21:58:58.207000
5641,2022-03-06 21:58:58.550000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:58.550000,sa,2022-03-06 21:58:58.550000
5642,2022-03-06 21:58:59.833000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:58:59.833000,sa,2022-03-06 21:58:59.833000
5643,2022-03-06 21:59:01.353000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:01.353000,sa,2022-03-06 21:59:01.353000
5644,2022-03-06 21:59:02.763000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:02.763000,sa,2022-03-06 21:59:02.763000
5645,2022-03-06 21:59:04.067000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:04.080000,sa,2022-03-06 21:59:04.080000
5646,2022-03-06 21:59:04.427000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:04.427000,sa,2022-03-06 21:59:04.427000
5647,2022-03-06 21:59:05.783000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:05.783000,sa,2022-03-06 21:59:05.783000
5648,2022-03-06 21:59:07.080000,KS013,M,KS0130000000033,,,,,,,,,,sa,2022-03-06 21:59:07.080000,sa,2022-03-06 21:59:07.080000
5649,2022-03-06 21:59:08.513000,KS013,M,KS0130000000034,,,,,,,,,,sa,2022-03-06 21:59:08.513000,sa,2022-03-06 21:59:08.513000
5650,2022-03-06 21:59:09.833000,KS013,M,KS0130000000035,,,,,,,,,,sa,2022-03-06 21:59:09.833000,sa,2022-03-06 21:59:09.833000
5651,2022-03-06 21:59:11.123000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:11.123000,sa,2022-03-06 21:59:11.123000
5652,2022-03-06 21:59:12.443000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:12.443000,sa,2022-03-06 21:59:12.443000
5653,2022-03-06 21:59:12.797000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:12.797000,sa,2022-03-06 21:59:12.797000
5654,2022-03-06 21:59:13.123000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:13.123000,sa,2022-03-06 21:59:13.123000
5655,2022-03-06 21:59:14.487000,KS013,M,KS0130000000036,,,,,,,,,,sa,2022-03-06 21:59:14.487000,sa,2022-03-06 21:59:14.487000
5656,2022-03-06 21:59:14.823000,KS013,M,KS0130000000036,,,,,,,,,,sa,2022-03-06 21:59:14.823000,sa,2022-03-06 21:59:14.823000
5657,2022-03-06 21:59:15.183000,KS013,M,KS0130000000036,,,,,,,,,,sa,2022-03-06 21:59:15.183000,sa,2022-03-06 21:59:15.183000
5658,2022-03-06 21:59:16.407000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:16.407000,sa,2022-03-06 21:59:16.407000
5659,2022-03-06 21:59:17.633000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:17.633000,sa,2022-03-06 21:59:17.633000
5660,2022-03-06 21:59:18.923000,KS013,M,KS0130000000037,,,,,,,,,,sa,2022-03-06 21:59:18.923000,sa,2022-03-06 21:59:18.923000
5661,2022-03-06 21:59:20.070000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:20.070000,sa,2022-03-06 21:59:20.070000
5662,2022-03-06 21:59:21.310000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:21.310000,sa,2022-03-06 21:59:21.310000
5663,2022-03-06 21:59:22.457000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:22.457000,sa,2022-03-06 21:59:22.457000
5664,2022-03-06 21:59:24.010000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:24.010000,sa,2022-03-06 21:59:24.010000
5665,2022-03-06 21:59:25.497000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:25.497000,sa,2022-03-06 21:59:25.497000
5666,2022-03-06 21:59:27.023000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:27.023000,sa,2022-03-06 21:59:27.023000
5667,2022-03-06 21:59:28.540000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:28.540000,sa,2022-03-06 21:59:28.540000
5668,2022-03-06 21:59:30.263000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:30.263000,sa,2022-03-06 21:59:30.263000
5669,2022-03-06 21:59:31.727000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:31.727000,sa,2022-03-06 21:59:31.727000
5670,2022-03-06 21:59:33.253000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:33.253000,sa,2022-03-06 21:59:33.253000
5671,2022-03-06 21:59:34.960000,KS012,M,KS0120000000033,,,,,,,,,,sa,2022-03-06 21:59:34.960000,sa,2022-03-06 21:59:34.960000
5672,2022-03-06 21:59:37.770000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:37.770000,sa,2022-03-06 21:59:37.770000
5673,2022-03-06 21:59:40.683000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:40.683000,sa,2022-03-06 21:59:40.683000
5674,2022-03-06 21:59:42.540000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:42.540000,sa,2022-03-06 21:59:42.540000
5675,2022-03-06 21:59:43.977000,KS012,M,KS0120000000034,,,,,,,,,,sa,2022-03-06 21:59:43.977000,sa,2022-03-06 21:59:43.977000
5676,2022-03-06 21:59:45.317000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:45.317000,sa,2022-03-06 21:59:45.317000
5677,2022-03-06 21:59:46.727000,KS013,M,KS0130000000038,,,,,,,,,,sa,2022-03-06 21:59:46.727000,sa,2022-03-06 21:59:46.727000
5678,2022-03-06 21:59:48.220000,KS013,M,KS0130000000039,,,,,,,,,,sa,2022-03-06 21:59:48.220000,sa,2022-03-06 21:59:48.220000
5679,2022-03-06 21:59:50.147000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 21:59:50.147000,sa,2022-03-06 21:59:50.147000
5680,2022-03-06 21:59:51.770000,KS013,M,KS0130000000040,,,,,,,,,,sa,2022-03-06 21:59:51.770000,sa,2022-03-06 21:59:51.770000
5681,2022-03-06 21:59:53.197000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:53.197000,sa,2022-03-06 21:59:53.197000
5682,2022-03-06 21:59:54.593000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:54.593000,sa,2022-03-06 21:59:54.593000
5683,2022-03-06 21:59:55.973000,KS013,M,KS0130000000041,,,,,,,,,,sa,2022-03-06 21:59:55.973000,sa,2022-03-06 21:59:55.973000
5684,2022-03-06 21:59:57.410000,KS013,M,KS0130000000042,,,,,,,,,,sa,2022-03-06 21:59:57.410000,sa,2022-03-06 21:59:57.410000
5685,2022-03-06 21:59:59.163000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 21:59:59.163000,sa,2022-03-06 21:59:59.163000
5686,2022-03-06 22:00:01.063000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:01.063000,sa,2022-03-06 22:00:01.063000
5687,2022-03-06 22:00:03.010000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:03.010000,sa,2022-03-06 22:00:03.010000
5688,2022-03-06 22:00:05.167000,KS013,M,KS0130000000043,,,,,,,,,,sa,2022-03-06 22:00:05.167000,sa,2022-03-06 22:00:05.167000
5689,2022-03-06 22:00:06.857000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:06.857000,sa,2022-03-06 22:00:06.857000
5690,2022-03-06 22:00:12.717000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:12.717000,sa,2022-03-06 22:00:12.717000
5691,2022-03-06 22:00:15.007000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:15.007000,sa,2022-03-06 22:00:15.007000
5692,2022-03-06 22:00:17.447000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:17.447000,sa,2022-03-06 22:00:17.447000
5693,2022-03-06 22:00:19.300000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:19.300000,sa,2022-03-06 22:00:19.300000
5694,2022-03-06 22:00:21.390000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:21.390000,sa,2022-03-06 22:00:21.390000
5695,2022-03-06 22:00:23.197000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:23.197000,sa,2022-03-06 22:00:23.197000
5696,2022-03-06 22:00:24.880000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:24.880000,sa,2022-03-06 22:00:24.880000
5697,2022-03-06 22:00:26.753000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:26.753000,sa,2022-03-06 22:00:26.753000
5698,2022-03-06 22:00:28.790000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:28.790000,sa,2022-03-06 22:00:28.790000
5699,2022-03-06 22:00:30.753000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:30.753000,sa,2022-03-06 22:00:30.753000
5700,2022-03-06 22:00:32.817000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:32.817000,sa,2022-03-06 22:00:32.817000
5701,2022-03-06 22:00:34.970000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:34.970000,sa,2022-03-06 22:00:34.970000
5702,2022-03-06 22:00:36.960000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:36.960000,sa,2022-03-06 22:00:36.960000
5703,2022-03-06 22:00:38.797000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:38.797000,sa,2022-03-06 22:00:38.797000
5704,2022-03-06 22:00:40.810000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:40.810000,sa,2022-03-06 22:00:40.810000
5705,2022-03-06 22:00:42.900000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:42.900000,sa,2022-03-06 22:00:42.900000
5706,2022-03-06 22:00:43.477000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:43.477000,sa,2022-03-06 22:00:43.477000
5707,2022-03-06 22:00:46.850000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:46.850000,sa,2022-03-06 22:00:46.850000
5708,2022-03-06 22:00:49.140000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:49.140000,sa,2022-03-06 22:00:49.140000
5709,2022-03-06 22:00:49.740000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:49.740000,sa,2022-03-06 22:00:49.740000
5710,2022-03-06 22:00:52.007000,KS013,M,KS0130000000001,,,,,,,,,,sa,2022-03-06 22:00:52.007000,sa,2022-03-06 22:00:52.007000
5711,2022-03-06 22:00:53.717000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:53.717000,sa,2022-03-06 22:00:53.717000
5712,2022-03-06 22:00:54.187000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:54.187000,sa,2022-03-06 22:00:54.187000
5713,2022-03-06 22:00:54.623000,KS012,M,KS0120000000002,,,,,,,,,,sa,2022-03-06 22:00:54.623000,sa,2022-03-06 22:00:54.623000
