SevkNo,SevkTip,SevkTur,SevkTar,GCount,Location,SendLocation,ReturnSite,BelgeNo,HarTar,Durum,GeriDonMsj,SevkSekil,SevkNum,insUN,insDT,updUN,updDT,SevkAdres,SevkAdresAdi,CreaterApp,kgid,insApp,updApp
1157,g,gt,2024-11-03 00:00:00,0,LN001,LN001,DSM,,2024-11-03 00:00:00,*,,,,Zeki,2024-11-03 10:24:24.910000,Lindon,2024-11-03 17:55:25.827000,,,,1157,KGShop,KG-Sevkiyat
1158,g,gt,2024-11-04 00:00:00,0,LN001,LN001,DSM,,2024-11-04 00:00:00,*,,,,Zeki,2024-11-04 09:46:59.677000,MUAZ,2024-11-04 20:01:42.683000,,,,1158,KGShop,KGShop
1159,g,gt,2024-11-04 00:00:00,0,LN001,LN001,DSM,,2024-11-04 00:00:00,*,,,,Zeki,2024-11-04 09:49:57.647000,Lindon,2024-11-04 20:04:18.370000,,,,1159,KGShop,KG-Sevkiyat
1160,g,gt,2024-11-05 00:00:00,0,LN001,LN001,DSM,,2024-11-05 00:00:00,*,,,,Zeki,2024-11-05 08:24:01.900000,MUAZ,2024-11-05 16:15:13.110000,,,,1160,KGShop,KGShop
1161,g,gt,2024-11-05 00:00:00,0,LN001,LN001,DSM,,2024-11-05 00:00:00,*,,,,Zeki,2024-11-05 08:26:09.713000,Lindon,2024-11-05 11:51:25.120000,,,,1161,KGShop,KG-Sevkiyat
1162,g,gt,2024-11-05 00:00:00,0,LN001,LN001,DSM,,2024-11-05 00:00:00,*,,,,Zeki,2024-11-05 08:28:53.440000,Lindon,2024-11-05 12:47:23.690000,,,,1162,KGShop,KG-Sevkiyat
1163,g,gt,2024-11-05 00:00:00,0,LN001,LN001,DSM,,2024-11-05 00:00:00,*,,,,Zeki,2024-11-05 08:33:58.037000,MUAZ,2024-11-05 21:52:10.680000,,,,1163,KGShop,KGShop
1164,g,gt,2024-11-06 00:00:00,0,LN001,LN001,DSM,,2024-11-06 00:00:00,*,,,,Zeki,2024-11-06 10:06:31.407000,MUAZ,2024-11-06 22:59:01.613000,,,,1164,KGShop,KGShop
1165,g,gt,2024-11-06 00:00:00,0,LN001,LN001,DSM,,2024-11-06 00:00:00,*,,,,Zeki,2024-11-06 10:12:25.053000,Lindon,2024-11-06 23:02:03.130000,,,,1165,KGShop,KG-Sevkiyat
1167,g,gt,2024-11-07 00:00:00,0,LN001,LN001,DSM,,2024-11-07 00:00:00,*,,,,Zeki,2024-11-07 09:59:26.490000,MUAZ,2024-11-07 22:52:28.690000,,,,1167,KGShop,KGShop
1168,g,gt,2024-11-07 00:00:00,0,LN001,LN001,DSM,,2024-11-07 00:00:00,*,,,,Zeki,2024-11-07 10:20:13.277000,MUAZ,2024-11-07 21:57:42.037000,,,,1168,KGShop,KGShop
1169,g,gt,2024-11-07 00:00:00,0,LN001,LN001,DSM,,2024-11-07 00:00:00,*,,,,Zeki,2024-11-07 13:20:23.780000,Lindon,2024-11-07 21:05:56.490000,,,,1169,KGShop,KG-Sevkiyat
1170,g,gt,2024-11-08 00:00:00,0,LN001,LN001,DSM,,2024-11-08 00:00:00,*,,,,Zeki,2024-11-08 09:47:56.557000,MUAZ,2024-11-08 23:55:05.570000,,,,1170,KGShop,KGShop
1171,g,gt,2024-11-08 00:00:00,0,LN001,LN001,DSM,,2024-11-08 00:00:00,*,,,,Zeki,2024-11-08 09:50:02.343000,Lindon,2024-11-09 00:26:52.050000,,,,1171,KGShop,KG-Sevkiyat
1172,g,gt,2024-11-09 00:00:00,0,LN001,LN001,DSM,,2024-11-09 00:00:00,*,,,,Zeki,2024-11-09 09:14:32.457000,MUAZ,2024-11-09 19:23:15.850000,,,,1172,KGShop,KGShop
1173,g,gt,2024-11-09 00:00:00,0,LN001,LN001,DSM,,2024-11-09 00:00:00,*,,,,Zeki,2024-11-09 09:19:09.693000,Lindon,2024-11-09 20:52:38.613000,,,,1173,KGShop,KG-Sevkiyat
1174,g,gt,2024-11-09 00:00:00,0,LN001,LN001,DSM,,2024-11-09 00:00:00,*,,,,Zeki,2024-11-09 09:37:34.480000,MUAZ,2024-11-09 22:35:02.810000,,,,1174,KGShop,KGShop
1175,g,gt,2024-11-10 00:00:00,0,LN001,LN001,DSM,,2024-11-10 00:00:00,*,,,,Zeki,2024-11-10 11:20:33.867000,MUAZ,2024-11-10 23:39:27.050000,,,,1175,KGShop,KGShop
1176,g,gt,2024-11-10 00:00:00,0,LN001,LN001,DSM,,2024-11-10 00:00:00,*,,,,Zeki,2024-11-10 11:30:06.920000,Lindon,2024-11-10 20:33:06.210000,,,,1176,KGShop,KG-Sevkiyat
1177,g,gt,2024-11-10 00:00:00,0,LN001,LN001,DSM,,2024-11-10 00:00:00,*,,,,Zeki,2024-11-10 11:33:16.397000,Lindon,2024-11-10 22:16:39.130000,,,,1177,KGShop,KG-Sevkiyat
1178,g,gt,2024-11-11 00:00:00,0,LN001,LN001,DSM,,2024-11-11 00:00:00,*,,,,Zeki,2024-11-11 09:14:07.887000,MUAZ,2024-11-12 00:36:39.287000,,,,1178,KGShop,KGShop
1179,g,gt,2024-11-11 00:00:00,0,LN001,LN001,DSM,,2024-11-11 00:00:00,*,,,,Zeki,2024-11-11 09:17:39.600000,Lindon,2024-11-12 00:26:57.770000,,,,1179,KGShop,KG-Sevkiyat
1180,g,gt,2024-11-11 00:00:00,0,LN001,LN001,DSM,,2024-11-11 00:00:00,*,,,,Zeki,2024-11-11 09:27:24.713000,MUAZ,2024-11-13 01:14:13.677000,,,,1180,KGShop,KGShop
1181,g,gt,2024-11-12 00:00:00,0,LN001,LN001,DSM,,2024-11-12 00:00:00,*,,,,Zeki,2024-11-12 10:54:45.087000,MUAZ,2024-11-14 01:28:33.960000,,,,1181,KGShop,KGShop
1182,g,gt,2024-11-12 00:00:00,0,LN001,LN001,DSM,,2024-11-12 00:00:00,*,,,,Zeki,2024-11-12 11:02:04.113000,Lindon,2024-11-14 01:51:34.193000,,,,1182,KGShop,KG-Sevkiyat
1184,g,gt,2024-11-13 00:00:00,0,LN001,LN001,DSM,,2024-11-13 00:00:00,*,,,,Zeki,2024-11-13 10:22:01.180000,Lindon,2024-11-14 01:49:57.923000,,,,1184,KGShop,KG-Sevkiyat
1185,g,gt,2024-11-13 00:00:00,0,LN001,LN001,DSM,,2024-11-13 00:00:00,*,,,,Zeki,2024-11-13 10:30:27.730000,MUAZ,2024-11-15 01:02:26.700000,,,,1185,KGShop,KGShop
1186,g,gt,2024-11-13 00:00:00,0,LN001,LN001,DSM,,2024-11-13 00:00:00,*,,,,Zeki,2024-11-13 10:41:08.950000,MUAZ,2024-11-15 01:07:55.523000,,,,1186,KGShop,KGShop
1190,g,gt,2024-11-14 00:00:00,0,LN001,LN001,DSM,,2024-11-14 00:00:00,*,,,,Zeki,2024-11-14 09:23:35.920000,MUAZ,2024-11-16 03:16:22.100000,,,,1190,KGShop,KGShop
1191,g,gt,2024-11-14 00:00:00,0,LN001,LN001,DSM,,2024-11-14 00:00:00,*,,,,Zeki,2024-11-14 09:28:29.020000,MUAZ,2024-11-15 23:35:34.783000,,,,1191,KGShop,KGShop
1192,g,gt,2024-11-14 00:00:00,0,LN001,LN001,DSM,,2024-11-14 00:00:00,*,,,,Zeki,2024-11-14 09:33:47.520000,MUAZ,2024-11-16 03:31:06.447000,,,,1192,KGShop,KGShop
1197,g,gt,2024-11-15 00:00:00,0,LN001,LN001,DSM,,2024-11-15 00:00:00,*,,,,Zeki,2024-11-15 10:46:32.510000,MUAZ,2024-11-16 02:41:20.510000,,,,1197,KGShop,KGShop
1198,g,gt,2024-11-15 00:00:00,0,LN001,LN001,DSM,,2024-11-15 00:00:00,*,,,,Zeki,2024-11-15 11:32:37.907000,MUAZ,2024-11-16 00:21:17.550000,,,,1198,KGShop,KGShop
1200,g,gt,2024-11-15 00:00:00,0,LN001,LN001,DSM,,2024-11-15 00:00:00,*,,,,Zeki,2024-11-15 12:10:21.817000,MUAZ,2024-11-16 21:16:42.947000,,,,1200,KGShop,KGShop
1201,g,gt,2024-11-15 00:00:00,0,LN001,LN001,DSM,,2024-11-15 00:00:00,*,,,,MUAZ,2024-11-15 18:20:58.473000,MUAZ,2024-11-15 23:09:38.947000,,,,1201,KGShop,KGShop
1202,g,gt,2024-11-15 00:00:00,0,LN001,LN001,AAZB,,2024-11-15 00:00:00,*,,,,Zeki,2024-11-15 18:59:12.823000,Lindon,2024-11-16 00:55:16.760000,,,,1202,KGShop,KG-Sevkiyat
1203,g,gt,2024-11-16 00:00:00,0,LN001,LN001,DSM,,2024-11-16 00:00:00,*,,,,Zeki,2024-11-16 12:41:03.290000,MUAZ,2024-11-17 18:02:54.780000,,,,1203,KGShop,KGShop
1204,g,gt,2024-11-16 00:00:00,0,LN001,LN001,DSM,,2024-11-16 00:00:00,*,,,,Zeki,2024-11-16 12:46:40.913000,MUAZ,2024-11-17 18:32:10.553000,,,,1204,KGShop,KGShop
1206,g,gt,2024-11-16 00:00:00,0,LN001,LN001,DSM,,2024-11-16 00:00:00,*,,,,MUAZ,2024-11-16 23:17:13.177000,MUAZ,2024-11-17 17:58:18.740000,,,,1206,KGShop,KGShop
1208,g,gt,2024-11-17 00:00:00,0,LN001,LN001,DSM,,2024-11-17 00:00:00,*,,,,Zeki,2024-11-17 11:49:23.990000,MUAZ,2024-11-17 19:23:12.813000,,,,1208,KGShop,KGShop
1209,g,gt,2024-11-17 00:00:00,0,LN001,LN001,DSM,,2024-11-17 00:00:00,*,,,,Zeki,2024-11-17 11:52:01.977000,MUAZ,2024-11-17 18:16:15.050000,,,,1209,KGShop,KGShop
1210,g,gt,2024-11-17 00:00:00,0,LN001,LN001,DSM,,2024-11-17 00:00:00,,,,,Zeki,2024-11-17 11:57:15.753000,Furkan,2024-11-17 15:34:35.710000,,,,1210,KGShop,KGShop
1212,g,gt,2024-11-18 00:00:00,0,LN001,LN001,DSM,,2024-11-18 00:00:00,*,,,,Zeki,2024-11-18 10:22:12.980000,MUAZ,2024-11-19 03:52:23.467000,,,,1212,KGShop,KGShop
1213,g,gt,2024-11-18 00:00:00,0,LN001,LN001,DSM,,2024-11-18 00:00:00,*,,,,Zeki,2024-11-18 10:29:55.433000,MUAZ,2024-11-19 00:07:36.927000,,,,1213,KGShop,KGShop
1218,g,gt,2024-11-19 00:00:00,0,LN001,LN001,DSM,,2024-11-19 00:00:00,*,,,,Zeki,2024-11-19 08:58:38.210000,MUAZ,2024-11-19 22:31:49.877000,,,,1218,KGShop,KGShop
1219,g,gt,2024-11-19 00:00:00,0,LN001,LN001,DSM,,2024-11-19 00:00:00,*,,,,Zeki,2024-11-19 09:07:45.817000,MUAZ,2024-11-19 22:45:13.640000,,,,1219,KGShop,KGShop
1220,g,gt,2024-11-19 00:00:00,0,LN001,LN001,DSM,,2024-11-19 00:00:00,*,,,,Zeki,2024-11-19 09:24:36.127000,MUAZ,2024-11-19 23:27:01.337000,,,,1220,KGShop,KGShop
1222,g,gt,2024-11-20 00:00:00,0,LN001,LN001,DSM,,2024-11-20 00:00:00,*,,,,Zeki,2024-11-20 10:30:10.933000,MUAZ,2024-11-20 21:06:28.610000,,,,1222,KGShop,KGShop
1223,g,gt,2024-11-20 00:00:00,0,LN001,LN001,DSM,,2024-11-20 00:00:00,*,,,,Zeki,2024-11-20 10:34:25.510000,Lindon,2024-11-20 20:56:44.487000,,,,1223,KGShop,KG-Sevkiyat
1224,g,gt,2024-11-22 00:00:00,0,LN001,LN001,DSM,,2024-11-22 00:00:00,*,,,,Zeki,2024-11-22 09:34:31.763000,MUAZ,2024-11-22 19:44:33.383000,,,,1224,KGShop,KGShop
1225,g,gt,2024-11-23 00:00:00,0,LN001,LN001,DSM,,2024-11-23 00:00:00,*,,,,Zeki,2024-11-23 10:22:45.693000,MUAZ,2024-11-24 23:25:39.287000,,,,1225,KGShop,KGShop
1226,g,gt,2024-11-23 00:00:00,0,LN001,LN001,DSM,,2024-11-23 00:00:00,*,,,,Zeki,2024-11-23 10:45:59.590000,MUAZ,2024-11-24 23:23:41.877000,,,,1226,KGShop,KGShop
1227,g,gt,2024-11-24 00:00:00,0,LN001,LN001,DSM,,2024-11-24 00:00:00,*,,,,Zeki,2024-11-24 11:10:40.180000,MUAZ,2024-11-24 23:09:50.213000,,,,1227,KGShop,KGShop
1228,g,gt,2024-11-25 00:00:00,0,LN001,LN001,DSM,,2024-11-25 00:00:00,*,,,,Zeki,2024-11-25 10:05:31.537000,MUAZ,2024-11-26 03:25:39.480000,,,,1228,KGShop,KGShop
1229,g,gt,2024-11-25 00:00:00,0,LN001,LN001,DSM,,2024-11-25 00:00:00,*,,,,Zeki,2024-11-25 10:14:57.757000,MUAZ,2024-11-26 01:50:58.230000,,,,1229,KGShop,KGShop
1230,g,gt,2024-11-25 00:00:00,0,LN001,LN001,DSM,,2024-11-25 00:00:00,*,,,,Zeki,2024-11-25 11:27:29.560000,MUAZ,2024-11-26 03:01:21.800000,,,,1230,KGShop,KGShop
1232,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-26 09:17:24.943000,MUAZ,2024-11-27 03:08:53.033000,,,,1232,KGShop,KGShop
1233,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-26 09:30:22.897000,MUAZ,2024-11-27 03:07:28.207000,,,,1233,KGShop,KGShop
1234,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-27 09:22:59.320000,MUAZ,2024-11-28 04:03:09.287000,,,,1234,KGShop,KGShop
1235,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-27 09:37:09.683000,MUAZ,2024-11-28 05:03:35.500000,,,,1235,KGShop,KGShop
1236,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-27 09:46:09.250000,MUAZ,2024-11-28 05:08:48.500000,,,,1236,KGShop,KGShop
1237,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-28 08:23:51.657000,MUAZ,2024-11-29 03:12:39.187000,,,,1237,KGShop,KGShop
1238,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-29 08:34:48.633000,MUAZ,2024-11-30 00:57:59.813000,,,,1238,KGShop,KGShop
1239,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-29 08:42:49.630000,MUAZ,2024-11-30 00:52:38.700000,,,,1239,KGShop,KGShop
1240,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-11-30 09:55:14.220000,MUAZ,2024-11-30 23:21:07.563000,,,,1240,KGShop,KGShop
1241,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-12-01 08:08:33.480000,MUAZ,2024-12-01 20:56:12.023000,,,,1241,KGShop,KGShop
1242,g,gt,2024-11-26 00:00:00,0,LN001,LN001,DSM,,2024-11-26 00:00:00,*,,,,Zeki,2024-12-01 08:25:00.950000,MUAZ,2024-12-01 20:51:31.877000,,,,1242,KGShop,KGShop
1243,g,gt,2024-11-27 00:00:00,0,LN001,LN001,DSM,,2024-11-27 00:00:00,*,,,,Zeki,2024-12-02 09:26:43.543000,MUAZ,2024-12-03 00:53:05.317000,,,,1243,KGShop,KGShop
1244,g,gt,2024-11-29 00:00:00,0,LN001,LN001,DSM,,2024-11-29 00:00:00,*,,,,Zeki,2024-12-03 09:01:35.487000,MUAZ,2024-12-03 20:34:42.383000,,,,1244,KGShop,KGShop
1245,g,gt,2024-11-29 00:00:00,0,LN001,LN001,DSM,,2024-11-29 00:00:00,*,,,,Zeki,2024-12-03 09:21:44.963000,MUAZ,2024-12-03 20:34:29.520000,,,,1245,KGShop,KGShop
1247,g,gt,2024-12-04 00:00:00,0,LN001,LN001,DSM,,2024-12-04 00:00:00,*,,,,Zeki,2024-12-04 10:46:05.237000,MUAZ,2024-12-04 19:45:43.997000,,,,1247,KGShop,KGShop
1248,g,gt,2024-12-04 00:00:00,0,LN001,LN001,DSM,,2024-12-04 00:00:00,*,,,,Zeki,2024-12-04 10:48:54.393000,MUAZ,2024-12-04 19:30:16.710000,,,,1248,KGShop,KGShop
1249,g,gt,2024-12-04 00:00:00,0,LN001,LN001,DSM,,2024-12-04 00:00:00,*,,,,Zeki,2024-12-04 10:50:01.970000,MUAZ,2024-12-04 19:31:27.500000,,,,1249,KGShop,KGShop
1250,g,gt,2024-12-05 00:00:00,0,LN001,LN001,DSM,,2024-12-05 00:00:00,*,,,,Zeki,2024-12-05 10:45:05.887000,MUAZ,2024-12-05 19:24:21.783000,,,,1250,KGShop,KGShop
1251,g,gt,2024-12-05 00:00:00,0,LN001,,DSM,,2024-12-05 00:00:00,*,,,,Zeki,2024-12-05 10:46:25.537000,MUAZ,2024-12-05 19:23:48.337000,,,,1251,KGShop,KGShop
1252,g,gt,2024-12-05 00:00:00,0,LN001,LN001,DSM,,2024-12-05 00:00:00,*,,,,Zeki,2024-12-05 10:50:11.983000,MUAZ,2024-12-05 19:24:03.780000,,,,1252,KGShop,KGShop
1253,g,gt,2024-12-05 00:00:00,0,LN001,LN001,K 0001,,2024-12-05 00:00:00,,,,,MUAZ,2024-12-05 15:24:37.240000,Yasar,2024-12-06 11:53:09.343000,,,,1253,KGShop,KGShop
1254,g,gt,2024-12-06 00:00:00,0,LN001,LN001,DSM,,2024-12-06 00:00:00,*,,,,Zeki,2024-12-06 12:31:40.770000,MUAZ,2024-12-06 19:31:30.247000,,,,1254,KGShop,KGShop
1255,g,gt,2024-12-06 00:00:00,0,LN001,LN001,DSM,,2024-12-06 00:00:00,*,,,,Zeki,2024-12-06 12:35:08.327000,Lindon,2024-12-06 17:06:47.980000,,,,1255,KGShop,KG-Sevkiyat
1256,g,gt,2024-12-07 00:00:00,0,LN001,LN001,DSM,,2024-12-07 00:00:00,*,,,,Zeki,2024-12-07 09:21:09.830000,Lindon,2024-12-07 16:01:34.267000,,,,1256,KGShop,KG-Sevkiyat
1257,g,gt,2024-12-07 00:00:00,0,LN001,LN001,DSM,,2024-12-07 00:00:00,*,,,,Zeki,2024-12-07 09:22:46.897000,Lindon,2024-12-07 16:20:11.163000,,,,1257,KGShop,KG-Sevkiyat
1258,g,gt,2024-12-07 00:00:00,0,LN001,LN001,DSM,,2024-12-07 00:00:00,*,,,,Zeki,2024-12-07 09:28:02.320000,Lindon,2024-12-07 16:06:46.947000,,,,1258,KGShop,KG-Sevkiyat
1259,g,gt,2024-12-08 00:00:00,0,LN001,LN001,DSM,,2024-12-08 00:00:00,*,,,,Zeki,2024-12-08 23:43:04.523000,MUAZ,2024-12-09 20:18:06.907000,,,,1259,KGShop,KGShop
1260,g,gt,2024-12-09 00:00:00,0,LN001,LN001,DSM,,2024-12-09 00:00:00,*,,,,Zeki,2024-12-09 09:40:27.957000,MUAZ,2024-12-09 21:24:43.377000,,,,1260,KGShop,KGShop
1261,g,gt,2024-12-09 00:00:00,0,LN001,LN001,DSM,,2024-12-09 00:00:00,*,,,,Zeki,2024-12-09 10:21:14.507000,MUAZ,2024-12-09 21:20:31.330000,,,,1261,KGShop,KGShop
1265,g,gt,2024-12-09 00:00:00,0,LN001,LN001,DSM,,2024-12-10 00:00:00,*,,,,Zeki,2024-12-10 09:57:55.310000,MUAZ,2024-12-10 19:33:22.733000,,,,1265,KGShop,KGShop
1266,g,gt,2024-12-09 00:00:00,0,LN001,LN001,DSM,,2024-12-10 00:00:00,*,,,,Zeki,2024-12-10 09:58:36.883000,MUAZ,2024-12-10 19:59:27.950000,,,,1266,KGShop,KGShop
1267,g,gt,2024-12-09 00:00:00,0,LN001,LN001,DSM,,2024-12-09 00:00:00,*,,,,Zeki,2024-12-11 08:52:44.450000,MUAZ,2024-12-11 19:47:19.293000,,,,1267,KGShop,KGShop
1268,g,gt,2024-12-11 00:00:00,0,LN001,LN001,DSM,,2024-12-11 00:00:00,*,,,,Zeki,2024-12-11 08:59:28.227000,MUAZ,2024-12-11 19:49:50.397000,,,,1268,KGShop,KGShop
1269,g,gt,2024-12-10 00:00:00,0,LN001,LN001,DSM,,2024-12-10 00:00:00,*,,,,Zeki,2024-12-11 09:04:34.387000,MUAZ,2024-12-11 20:07:37.023000,,,,1269,KGShop,KGShop
1270,g,gt,2024-12-12 00:00:00,0,LN001,LN001,DSM,,2024-12-12 00:00:00,*,,,,Zeki,2024-12-12 11:11:33.783000,MUAZ,2024-12-12 19:53:19.010000,,,,1270,KGShop,KGShop
1271,g,gt,2024-12-13 00:00:00,0,LN001,LN001,DSM,,2024-12-13 00:00:00,*,,,,Zeki,2024-12-13 10:37:12.670000,MUAZ,2024-12-13 20:00:50.477000,,,,1271,KGShop,KGShop
1272,g,gt,2024-12-13 00:00:00,0,LN001,LN001,DSM,,2024-12-13 00:00:00,*,,,,Zeki,2024-12-13 10:47:33.850000,MUAZ,2024-12-13 18:55:09.880000,,,,1272,KGShop,KGShop
1273,g,gt,2024-12-14 00:00:00,0,LN001,LN001,DSM,,2024-12-14 00:00:00,*,,,,Zeki,2024-12-14 08:23:33.060000,MUAZ,2024-12-14 21:35:15.393000,,,,1273,KGShop,KGShop
1274,g,gt,2024-12-15 00:00:00,0,LN001,LN001,DSM,,2024-12-15 00:00:00,,,,,Zeki,2024-12-15 09:13:15.923000,Yasar,2024-12-15 15:44:48.950000,,,,1274,KGShop,KGShop
1275,g,gt,2024-12-15 00:00:00,0,LN001,LN001,DSM,,2024-12-15 00:00:00,,,,,Zeki,2024-12-15 09:18:05.103000,Furkan,2024-12-15 17:56:02.443000,,,,1275,KGShop,KGShop
1276,g,gt,2024-12-15 00:00:00,0,LN001,LN001,DSM,,2024-12-15 00:00:00,,,,,Zeki,2024-12-15 16:09:03.110000,Yasar,2024-12-16 11:21:54.840000,,,,1276,KGShop,KGShop
1277,g,gt,2024-12-15 00:00:00,0,LN001,LN001,DSM,,2024-12-15 00:00:00,,,,,Zeki,2024-12-15 16:10:43.640000,Yasar,2024-12-16 11:21:39.587000,,,,1277,KGShop,KGShop
1278,g,gt,2024-12-15 18:28:42.073000,0,LN001,LN001,DSM,,2024-12-15 18:28:42.073000,,,,,Zeki,2024-12-15 18:28:42.073000,,,,,,1278,KGShop,
1279,g,gt,2024-12-15 18:31:04.730000,0,LN001,LN001,DSM,,2024-12-15 18:31:04.730000,,,,,Zeki,2024-12-15 18:31:04.730000,,,,,,1279,KGShop,
1281,g,gt,2024-12-16 00:00:00,0,LN001,LN001,DSM,,2024-12-16 00:00:00,*,,,,Zeki,2024-12-16 10:19:11.147000,MUAZ,2024-12-16 19:29:39.203000,,,,1281,KGShop,KGShop
1282,g,gt,2024-12-17 00:00:00,0,LN001,LN001,DSM,,2024-12-17 00:00:00,*,,,,Zeki,2024-12-17 10:16:32.077000,MUAZ,2024-12-17 19:17:33.680000,,,,1282,KGShop,KGShop
1283,g,gt,2024-12-17 00:00:00,0,LN001,LN001,DSM,,2024-12-17 00:00:00,*,,,,Zeki,2024-12-17 10:18:41.887000,MUAZ,2024-12-17 19:19:08.733000,,,,1283,KGShop,KGShop
1284,g,gt,2024-12-17 00:00:00,0,LN001,LN001,DSM,,2024-12-17 00:00:00,*,,,,Zeki,2024-12-17 19:03:44.380000,MUAZ,2024-12-17 19:47:33.337000,,,,1284,KGShop,KGShop
1286,g,gt,2024-12-17 00:00:00,0,LN001,LN001,DSM,,2024-12-17 00:00:00,*,,,,MUAZ,2024-12-17 19:43:23.410000,MUAZ,2024-12-17 19:43:29.603000,,,,1286,KGShop,KGShop
1287,g,gt,2024-12-18 00:00:00,0,LN001,LN001,DSM,,2024-12-18 00:00:00,*,,,,Zeki,2024-12-18 11:15:34.257000,Lindon,2024-12-18 15:51:14.067000,,,,1287,KGShop,KG-Sevkiyat
1288,g,gt,2024-12-19 00:00:00,0,LN001,LN001,DSM,,2024-12-19 00:00:00,*,,,,Zeki,2024-12-19 09:46:53.820000,Lindon,2024-12-19 15:16:54.920000,,,,1288,KGShop,KG-Sevkiyat
1289,g,gt,2024-12-19 00:00:00,0,LN001,LN001,DSM,,2024-12-19 00:00:00,*,,,,Zeki,2024-12-19 09:54:00.167000,MUAZ,2024-12-19 16:54:25.117000,,,,1289,KGShop,KGShop
1290,g,gt,2024-12-20 00:00:00,0,LN001,LN001,DSM,,2024-12-20 00:00:00,*,,,,Zeki,2024-12-20 09:49:49.253000,Lindon,2024-12-20 15:40:31.690000,,,,1290,KGShop,KG-Sevkiyat
1291,g,gt,2024-12-21 00:00:00,0,LN001,LN001,DSM,,2024-12-21 00:00:00,*,,,,Zeki,2024-12-21 10:24:59.680000,Lindon,2024-12-21 16:42:01.973000,,,,1291,KGShop,KG-Sevkiyat
1292,g,gt,2024-12-21 00:00:00,0,LN001,LN001,DSM,,2024-12-21 00:00:00,*,,,,Zeki,2024-12-21 10:28:19.630000,Lindon,2024-12-21 16:35:50.200000,,,,1292,KGShop,KG-Sevkiyat
1293,g,gt,2024-12-23 00:00:00,0,LN001,LN001,DSM,,2024-12-23 00:00:00,*,,,,Zeki,2024-12-23 09:51:15.667000,MUAZ,2024-12-23 19:43:34.563000,,,,1293,KGShop,KGShop
1294,g,gt,2024-12-23 00:00:00,0,LN001,LN001,DSM,,2024-12-23 00:00:00,*,,,,Zeki,2024-12-23 10:00:22.780000,MUAZ,2024-12-23 19:45:32.973000,,,,1294,KGShop,KGShop
1295,g,gt,2024-12-23 00:00:00,0,LN001,,DSM,,2024-12-23 00:00:00,*,,,,Zeki,2024-12-23 10:02:39.663000,MUAZ,2024-12-23 19:48:19.233000,,,,1295,KGShop,KGShop
1296,g,gt,2024-12-24 00:00:00,0,LN001,LN001,DSM,,2024-12-24 00:00:00,*,,,,Zeki,2024-12-24 10:21:48.440000,Lindon,2024-12-24 14:54:55.613000,,,,1296,KGShop,KG-Sevkiyat
1303,g,gt,2024-12-25 00:00:00,0,LN001,LN001,DSM,,2024-12-25 00:00:00,,,,,Zeki,2024-12-25 10:00:15.697000,Yasar,2024-12-25 14:27:02.060000,,,,1303,KGShop,KGShop
1304,g,gt,2024-12-25 13:37:22.127000,0,LN001,LN001,DSM,,2024-12-25 13:37:22.127000,,,,,Yasar,2024-12-25 13:37:22.127000,,,,,,1304,KGShop,
1305,g,gt,2024-12-25 00:00:00,0,LN001,LN001,DSM,,2024-12-25 00:00:00,,,,,Yasar,2024-12-25 13:37:59.603000,Yasar,2024-12-25 14:27:19.440000,,,,1305,KGShop,KGShop
1306,g,ct,2024-12-25 00:00:00,0,LN001,LN001,LN001,,2024-12-25 00:00:00,*,,,,Yasar,2024-12-25 13:48:10.137000,Yasar,2025-01-25 17:05:34.697000,,,,1306,KGShop,KGShop
1312,g,gt,2024-12-26 00:00:00,0,LN001,LN001,DSM,,2024-12-26 00:00:00,*,,,,Zeki,2024-12-26 12:15:29.770000,Lindon,2024-12-26 16:33:52.370000,,,,1312,KGShop,KG-Sevkiyat
1339,g,gt,2024-12-27 00:00:00,0,LN001,LN001,DSM,,2024-12-27 00:00:00,*,,,,Zeki,2024-12-27 10:54:27.543000,Lindon,2024-12-27 15:19:01.333000,,,,1339,KGShop,KG-Sevkiyat
1340,g,gt,2024-12-27 00:00:00,0,LN001,LN001,DSM,,2024-12-27 00:00:00,*,,,,Zeki,2024-12-27 10:57:13.807000,Lindon,2024-12-27 15:19:20.620000,,,,1340,KGShop,KG-Sevkiyat
